Predicted	Actual
[start] BanPaw l a [end]	[start] BanPaw l̥ a [end]
[start] BanPaw b ou̯ h [end]	[start] BanPaw b ou̯ h [end]
[start] BanPaw p l ɛ [end]	[start] BanPaw b l e [end]
[start] BanPaw k ă k [end]	[start] BanPaw k au̯ ʔ [end]
[start] BanPaw n ɨ ŋ [end]	[start] BanPaw n ɨ ŋ [end]
[start] BanPaw d a [end]	[start] BanPaw d a [end]
[start] BanPaw s i m [end]	[start] BanPaw s i m [end]
[start] BanPaw p ə̆ n [end]	[start] BanPaw b ə̆ n [end]
[start] BanPaw k a [end]	[start] BanPaw g a [end]
[start] BanPaw h ă n [end]	[start] BanPaw h ă ɲ [end]
[start] BanPaw k ɨ ɲ [end]	[start] BanPaw g ɨ ɲ [end]
[start] ChaYeQing ŋ ai̯ [end]	[start] ChaYeQing ŋ ai̯ [end]
[start] ChaYeQing k ə [end]	[start] ChaYeQing k a [end]
[start] ChaYeQing ʔ uː ʔ [end]	[start] ChaYeQing ʔ uː ʔ [end]
[start] ChaYeQing kʰ uː [end]	[start] ChaYeQing kʰ uː [end]
[start] ChaYeQing n ə m [end]	[start] ChaYeQing n a m [end]
[start] ChaYeQing ʔ ɨ m [end]	[start] ChaYeQing ʔ ɛ m [end]
[start] ChaYeQing d ai̯ [end]	[start] ChaYeQing d aːi̯ [end]
[start] ChaYeQing m aːu̯ [end]	[start] ChaYeQing m aːu̯ [end]
[start] ChaYeQing h ɔi̯ [end]	[start] ChaYeQing h ɔːi̯ [end]
[start] ChaYeQing l aː [end]	[start] ChaYeQing l̥ aː [end]
[start] ChaYeQing b o h [end]	[start] ChaYeQing b o x [end]
[start] ChaYeQing b l ɔːi̯ [end]	[start] ChaYeQing ɓ l ɔːi̯ [end]
[start] ChaYeQing k o k [end]	[start] ChaYeQing g a k [end]
[start] ChaYeQing n a n [end]	[start] ChaYeQing n ɨ ŋ [end]
[start] ChaYeQing d aː [end]	[start] ChaYeQing ɗ aː [end]
[start] ChaYeQing s iː m [end]	[start] ChaYeQing s iː m [end]
[start] ChaYeQing b ə [end]	[start] ChaYeQing ɓ ai̯ [end]
[start] ChaYeQing k aː [end]	[start] ChaYeQing k aː [end]
[start] ChaYeQing h a n [end]	[start] ChaYeQing h a n [end]
[start] ChaYeQing g e n [end]	[start] ChaYeQing k e n [end]
[start] ChuDongGua ŋ ai̯ [end]	[start] ChuDongGua ŋ ɔi̯ [end]
[start] ChuDongGua k a [end]	[start] ChuDongGua k a [end]
[start] ChuDongGua ʔ u t [end]	[start] ChuDongGua ʔ uː t [end]
[start] ChuDongGua kʰ u r [end]	[start] ChuDongGua kʰ uː r [end]
[start] ChuDongGua n a m [end]	[start] ChuDongGua n ɔ m [end]
[start] ChuDongGua ʔ ɔː m [end]	[start] ChuDongGua ʔ uː m [end]
[start] ChuDongGua ɗ ai̯ [end]	[start] ChuDongGua ɗ aːi̯ [end]
[start] ChuDongGua m au [end]	[start] ChuDongGua m aːu̯ [end]
[start] ChuDongGua h iː [end]	[start] ChuDongGua h i [end]
[start] ChuDongGua l aː [end]	[start] ChuDongGua l̥ aː [end]
[start] ChuDongGua b o h [end]	[start] ChuDongGua ɓ o h [end]
[start] ChuDongGua b l i [end]	[start] ChuDongGua ɓ l iː [end]
[start] ChuDongGua k o ʔ [end]	[start] ChuDongGua g a ʔ [end]
[start] ChuDongGua n u ŋ [end]	[start] ChuDongGua n u ŋ [end]
[start] ChuDongGua d aː [end]	[start] ChuDongGua d aː [end]
[start] ChuDongGua s i m [end]	[start] ChuDongGua s i m [end]
[start] ChuDongGua b r ai̯ [end]	[start] ChuDongGua pʰ r uː [end]
[start] ChuDongGua k aː [end]	[start] ChuDongGua k aː [end]
[start] ChuDongGua h a n [end]	[start] ChuDongGua h ɔ ɲ [end]
[start] ChuDongGua k u ŋ [end]	[start] ChuDongGua g i ŋ [end]
[start] GuangKa ŋ ai̯ [end]	[start] GuangKa ŋ ai̯ [end]
[start] GuangKa k a [end]	[start] GuangKa k a [end]
[start] GuangKa ʔ uː ʔ [end]	[start] GuangKa ʔ uː ʔ [end]
[start] GuangKa kʰ uː [end]	[start] GuangKa kʰ uː [end]
[start] GuangKa n ɔː m [end]	[start] GuangKa n a m [end]
[start] GuangKa ʔ ɨ m [end]	[start] GuangKa ʔ ɛ m [end]
[start] GuangKa t aːi̯ [end]	[start] GuangKa t aːi̯ [end]
[start] GuangKa m aːu̯ [end]	[start] GuangKa m aːu̯ [end]
[start] GuangKa h ɔi̯ [end]	[start] GuangKa h ɔːi̯ [end]
[start] GuangKa l ɛː [end]	[start] GuangKa l̥ aː [end]
[start] GuangKa b o h [end]	[start] GuangKa p o h [end]
[start] GuangKa b l ai̯ [end]	[start] GuangKa p l ɔːi̯ [end]
[start] GuangKa k o k [end]	[start] GuangKa g a k [end]
[start] GuangKa n a ŋ [end]	[start] GuangKa n ɨ ŋ [end]
[start] GuangKa t ɛː [end]	[start] GuangKa t aː [end]
[start] GuangKa s iː m [end]	[start] GuangKa s iː m [end]
[start] GuangKa b a [end]	[start] GuangKa p ɨː h [end]
[start] GuangKa k ɛː [end]	[start] GuangKa k aː [end]
[start] GuangKa h a n [end]	[start] GuangKa h a n [end]
[start] GuangKa k ə n [end]	[start] GuangKa k e n [end]
[start] HtanHsan ŋ ei̯ [end]	[start] HtanHsan ŋ iː [end]
[start] HtanHsan ʔ a [end]	[start] HtanHsan k a [end]
[start] HtanHsan ʔ uː ʔ [end]	[start] HtanHsan ʔ uː ʔ [end]
[start] HtanHsan kʰ uː r [end]	[start] HtanHsan kʰ uː r [end]
[start] HtanHsan n a m [end]	[start] HtanHsan n ə m [end]
[start] HtanHsan ʔ ou̯ m [end]	[start] HtanHsan ʔ oː m [end]
[start] HtanHsan ɗ ei̯ [end]	[start] HtanHsan ɗ ei̯ [end]
[start] HtanHsan m ou̯ [end]	[start] HtanHsan m [UNK] [end]
[start] HtanHsan h ei̯ [end]	[start] HtanHsan h ei̯ [end]
[start] HtanHsan ei̯ aː [end]	[start] HtanHsan l̥ aː [end]
[start] HtanHsan b ɔ h [end]	[start] HtanHsan ɓ o h [end]
[start] HtanHsan b l ei̯ [end]	[start] HtanHsan ɓ l ei̯ [end]
[start] HtanHsan k o ʔ [end]	[start] HtanHsan g a ʔ [end]
[start] HtanHsan n ɨ ŋ [end]	[start] HtanHsan n u k [end]
[start] HtanHsan ɗ aː [end]	[start] HtanHsan ɗ aː [end]
[start] HtanHsan s i m [end]	[start] HtanHsan s i m [end]
[start] HtanHsan b ə r [end]	[start] HtanHsan ɓ ə r [end]
[start] HtanHsan ʔ aː [end]	[start] HtanHsan k aː [end]
[start] HtanHsan h a ɲ [end]	[start] HtanHsan h e ɲ [end]
[start] HtanHsan ʔ i ɲ [end]	[start] HtanHsan k i ɲ [end]
[start] KhunHawt ŋ iː [end]	[start] KhunHawt ŋ iː [end]
[start] KhunHawt k a r [end]	[start] KhunHawt k a [end]
[start] KhunHawt ʔ uː t [end]	[start] KhunHawt ʔ uː t [end]
[start] KhunHawt kʰ u r [end]	[start] KhunHawt kʰ uː r [end]
[start] KhunHawt n a m [end]	[start] KhunHawt n ə m [end]
[start] KhunHawt ʔ ou̯ m [end]	[start] KhunHawt ʔ oː m [end]
[start] KhunHawt ɗ iː [end]	[start] KhunHawt d [UNK] [end]
[start] KhunHawt m ou̯ [end]	[start] KhunHawt m [UNK] [end]
[start] KhunHawt h ei̯ [end]	[start] KhunHawt h ei̯ [end]
[start] KhunHawt l̥ aː [end]	[start] KhunHawt l̥ aː [end]
[start] KhunHawt b ɔ h [end]	[start] KhunHawt ɓ o h [end]
[start] KhunHawt b l ei̯ [end]	[start] KhunHawt p l ei̯ [end]
[start] KhunHawt k o ʔ [end]	[start] KhunHawt g a ʔ [end]
[start] KhunHawt n a ŋ [end]	[start] KhunHawt n ə ŋ [end]
[start] KhunHawt ɗ aː [end]	[start] KhunHawt ɗ aː [end]
[start] KhunHawt s i m [end]	[start] KhunHawt s i m [end]
[start] KhunHawt b aː r [end]	[start] KhunHawt b ə r [end]
[start] KhunHawt k aː [end]	[start] KhunHawt k aː [end]
[start] KhunHawt h a ɲ [end]	[start] KhunHawt h e ɲ [end]
[start] KhunHawt k e ɲ [end]	[start] KhunHawt k e ɲ [end]
[start] MangBang ŋ ai̯ [end]	[start] MangBang ŋ ai̯ [end]
[start] MangBang k a [end]	[start] MangBang k a [end]
[start] MangBang ʔ uː ʔ [end]	[start] MangBang ʔ u ʔ [end]
[start] MangBang kʰ uː [end]	[start] MangBang kʰ uː [end]
[start] MangBang n a m [end]	[start] MangBang n a m [end]
[start] MangBang ʔ uː m [end]	[start] MangBang ʔ ə m [end]
[start] MangBang t aːi̯ [end]	[start] MangBang t aːi̯ [end]
[start] MangBang m aːu̯ [end]	[start] MangBang m aːu̯ [end]
[start] MangBang h ɔːi̯ [end]	[start] MangBang h ɔːi̯ [end]
[start] MangBang l ɛː [end]	[start] MangBang l̥ aː [end]
[start] MangBang b o h [end]	[start] MangBang p o h [end]
[start] MangBang b l ɔːi̯ [end]	[start] MangBang p l ɔːi̯ [end]
[start] MangBang k a k [end]	[start] MangBang g ɔ k [end]
[start] MangBang n a n [end]	[start] MangBang n ɨ ŋ [end]
[start] MangBang t ɛː [end]	[start] MangBang t aː [end]
[start] MangBang s iː m [end]	[start] MangBang s iː m [end]
[start] MangBang b ə [end]	[start] MangBang p ɨː [end]
[start] MangBang k ɛː [end]	[start] MangBang k aː [end]
[start] MangBang h a n [end]	[start] MangBang h a n [end]
[start] MangBang k a n [end]	[start] MangBang k ə n [end]
[start] ManLoi ŋ ai̯ [end]	[start] ManLoi ŋ ai̯ [end]
[start] ManLoi k a [end]	[start] ManLoi k a [end]
[start] ManLoi ʔ uː ʔ [end]	[start] ManLoi ʔ u t [end]
[start] ManLoi kʰ u r [end]	[start] ManLoi kʰ uː [end]
[start] ManLoi n a m [end]	[start] ManLoi n a m [end]
[start] ManLoi ʔ ɔː m [end]	[start] ManLoi ʔ oː m [end]
[start] ManLoi d ai̯ [end]	[start] ManLoi ɗ aːi̯ [end]
[start] ManLoi m ɔ [end]	[start] ManLoi m aːu̯ [end]
[start] ManLoi h ei̯ [end]	[start] ManLoi h eː [end]
[start] ManLoi l aː [end]	[start] ManLoi l̥ ɛː [end]
[start] ManLoi b ɔ h [end]	[start] ManLoi ɓ o h [end]
[start] ManLoi b l ei̯ [end]	[start] ManLoi b l ei̯ [end]
[start] ManLoi k a k [end]	[start] ManLoi k a k [end]
[start] ManLoi n u ŋ [end]	[start] ManLoi n u ŋ [end]
[start] ManLoi d aː [end]	[start] ManLoi ɗ ɛː [end]
[start] ManLoi s i m [end]	[start] ManLoi s i m [end]
[start] ManLoi p ə r [end]	[start] ManLoi b ə r [end]
[start] ManLoi k aː [end]	[start] ManLoi g ɛː [end]
[start] ManLoi h a ŋ [end]	[start] ManLoi h a n [end]
[start] ManLoi g i ŋ [end]	[start] ManLoi g i ŋ [end]
[start] MengDan ŋ a [end]	[start] MengDan ŋ əi̯ [end]
[start] MengDan k ə [end]	[start] MengDan k ə [end]
[start] MengDan ʔ u t [end]	[start] MengDan ʔ uː t [end]
[start] MengDan kʰ u r [end]	[start] MengDan kʰ uː r [end]
[start] MengDan n a m [end]	[start] MengDan n a m [end]
[start] MengDan ʔ u m [end]	[start] MengDan ʔ uː m [end]
[start] MengDan d ai̯ [end]	[start] MengDan d ai̯ [end]
[start] MengDan m oi̯ [end]	[start] MengDan m ɛːu̯ [end]
[start] MengDan h iː [end]	[start] MengDan h i [end]
[start] MengDan l ɛː [end]	[start] MengDan l̥ ɛː [end]
[start] MengDan b u h [end]	[start] MengDan ɓ o h [end]
[start] MengDan p l i [end]	[start] MengDan b l iː [end]
[start] MengDan k o ʔ [end]	[start] MengDan k j a ʔ [end]
[start] MengDan n u ŋ [end]	[start] MengDan n u ŋ [end]
[start] MengDan d ɛː [end]	[start] MengDan ɗ ɛː [end]
[start] MengDan s i m [end]	[start] MengDan s i m [end]
[start] MengDan p r u n [end]	[start] MengDan pʰ r uː [end]
[start] MengDan k ɛː [end]	[start] MengDan k ɛː [end]
[start] MengDan h a n [end]	[start] MengDan h ɔ n [end]
[start] MengDan k i ŋ [end]	[start] MengDan k i ŋ [end]
[start] NamHsan ŋ a [end]	[start] NamHsan ŋ iː [end]
[start] NamHsan k a [end]	[start] NamHsan k ə r [end]
[start] NamHsan ʔ u ʔ [end]	[start] NamHsan ʔ uː t [end]
[start] NamHsan kʰ u r [end]	[start] NamHsan kʰ uː r [end]
[start] NamHsan n a m [end]	[start] NamHsan n ə m [end]
[start] NamHsan ʔ ɔː m [end]	[start] NamHsan ʔ oː m [end]
[start] NamHsan ɗ ɛː [end]	[start] NamHsan ɗ ɛː [end]
[start] NamHsan m oː [end]	[start] NamHsan m oː [end]
[start] NamHsan h i [end]	[start] NamHsan h eː [end]
[start] NamHsan l a [end]	[start] NamHsan l̥ aː [end]
[start] NamHsan b ɔ h [end]	[start] NamHsan ɓ o h [end]
[start] NamHsan b l e [end]	[start] NamHsan ɓ l eː [end]
[start] NamHsan k ɨ ʔ [end]	[start] NamHsan g a ʔ [end]
[start] NamHsan n ɨ ŋ [end]	[start] NamHsan n u ŋ [end]
[start] NamHsan ɗ aː [end]	[start] NamHsan ɗ aː [end]
[start] NamHsan s i m [end]	[start] NamHsan s i m [end]
[start] NamHsan b ə r [end]	[start] NamHsan p ə r [end]
[start] NamHsan k aː [end]	[start] NamHsan k aː [end]
[start] NamHsan h a ŋ [end]	[start] NamHsan h a ɲ [end]
[start] NamHsan k ɨ ŋ [end]	[start] NamHsan k i ŋ [end]
[start] NanSang ŋ ai̯ [end]	[start] NanSang ŋ ai̯ [end]
[start] NanSang k a [end]	[start] NanSang k a [end]
[start] NanSang ʔ uː ʔ [end]	[start] NanSang ʔ uː ʔ [end]
[start] NanSang kʰ uː [end]	[start] NanSang kʰ uː [end]
[start] NanSang n a m [end]	[start] NanSang n a m [end]
[start] NanSang ʔ oː m [end]	[start] NanSang ʔ ə m [end]
[start] NanSang t aːi̯ [end]	[start] NanSang t aːi̯ [end]
[start] NanSang m aːu̯ [end]	[start] NanSang m aːu̯ [end]
[start] NanSang h ɔi̯ [end]	[start] NanSang h ɔi̯ [end]
[start] NanSang l aː [end]	[start] NanSang l̥ aː [end]
[start] NanSang b o h [end]	[start] NanSang p o h [end]
[start] NanSang b l i [end]	[start] NanSang p l ɔːi̯ [end]
[start] NanSang k a k [end]	[start] NanSang k ɔ k [end]
[start] NanSang n a n [end]	[start] NanSang n ɨ ŋ [end]
[start] NanSang t aː [end]	[start] NanSang t aː [end]
[start] NanSang s iː m [end]	[start] NanSang s iː m [end]
[start] NanSang b ə [end]	[start] NanSang p ɨː [end]
[start] NanSang k aː [end]	[start] NanSang k aː [end]
[start] NanSang h a n [end]	[start] NanSang h a n [end]
[start] NanSang k ə n [end]	[start] NanSang k ə n [end]
[start] NoeLae ŋ ɛ [end]	[start] NoeLae ŋ ɛ [end]
[start] NoeLae k a [end]	[start] NoeLae k a [end]
[start] NoeLae ʔ u ʔ [end]	[start] NoeLae ʔ u [end]
[start] NoeLae kʰ u n [end]	[start] NoeLae kʰ u n [end]
[start] NoeLae n a m [end]	[start] NoeLae n ə̆ m [end]
[start] NoeLae ʔ ɨ m [end]	[start] NoeLae ʔ ɨ m [end]
[start] NoeLae d ai̯ [end]	[start] NoeLae d ai̯ [end]
[start] NoeLae m o [end]	[start] NoeLae m au̯ [end]
[start] NoeLae h e [end]	[start] NoeLae h e [end]
[start] NoeLae l a [end]	[start] NoeLae l̥ a [end]
[start] NoeLae b ou̯ h [end]	[start] NoeLae b ou̯ h [end]
[start] NoeLae p l ɛ [end]	[start] NoeLae b l e [end]
[start] NoeLae k ă k [end]	[start] NoeLae k au̯ ʔ [end]
[start] NoeLae n ɨ ŋ [end]	[start] NoeLae n ɨ ŋ [end]
[start] NoeLae d a [end]	[start] NoeLae d a [end]
[start] NoeLae s i m [end]	[start] NoeLae s i m [end]
[start] NoeLae p ə̆ h [end]	[start] NoeLae b ə̆ n [end]
[start] NoeLae k a [end]	[start] NoeLae g a [end]
[start] NoeLae h ă ɲ [end]	[start] NoeLae h a ɲ [end]
[start] NoeLae k i ɲ [end]	[start] NoeLae g i ɲ [end]
[start] NyaungGone ŋ ɛ [end]	[start] NyaungGone ŋ ɛ [end]
[start] NyaungGone k a [end]	[start] NyaungGone k a [end]
[start] NyaungGone ʔ u ʔ [end]	[start] NyaungGone ʔ u ʔ [end]
[start] NyaungGone kʰ u n [end]	[start] NyaungGone kʰ u n [end]
[start] NyaungGone n a m [end]	[start] NyaungGone n ă m [end]
[start] NyaungGone ʔ o m [end]	[start] NyaungGone ʔ ɨ m [end]
[start] NyaungGone d ai̯ [end]	[start] NyaungGone d ai̯ [end]
[start] NyaungGone m o [end]	[start] NyaungGone m au̯ [end]
[start] NyaungGone h e [end]	[start] NyaungGone h e [end]
[start] NyaungGone l a [end]	[start] NyaungGone l̥ a [end]
[start] NyaungGone b ou̯ h [end]	[start] NyaungGone b ou̯ h [end]
[start] NyaungGone p l ɛ [end]	[start] NyaungGone b l e [end]
[start] NyaungGone k ă k [end]	[start] NyaungGone k au̯ ʔ [end]
[start] NyaungGone n ɨ k [end]	[start] NyaungGone n ɨ k [end]
[start] NyaungGone d a [end]	[start] NyaungGone d a [end]
[start] NyaungGone s i m [end]	[start] NyaungGone s i m [end]
[start] NyaungGone p ə̆ h [end]	[start] NyaungGone b ə̆ n [end]
[start] NyaungGone k a [end]	[start] NyaungGone g a [end]
[start] NyaungGone h ă n [end]	[start] NyaungGone h a n [end]
[start] NyaungGone k ɨ n [end]	[start] NyaungGone g ɨ n [end]
[start] PangKham ŋ aːi̯ [end]	[start] PangKham ŋ ai̯ [end]
[start] PangKham k a [end]	[start] PangKham k a [end]
[start] PangKham ʔ uː t [end]	[start] PangKham ʔ uː t [end]
[start] PangKham kʰ uː n [end]	[start] PangKham kʰ uː n [end]
[start] PangKham n a m [end]	[start] PangKham n a m [end]
[start] PangKham ʔ ɔː m [end]	[start] PangKham ʔ oː m [end]
[start] PangKham d aːi̯ [end]	[start] PangKham ɗ aːi̯ [end]
[start] PangKham m au [end]	[start] PangKham m aːu̯ [end]
[start] PangKham h ei̯ [end]	[start] PangKham h ei̯ [end]
[start] PangKham l aː [end]	[start] PangKham l̥ aː [end]
[start] PangKham b o h [end]	[start] PangKham b o h [end]
[start] PangKham b l ei̯ [end]	[start] PangKham b l eː [end]
[start] PangKham k a k [end]	[start] PangKham g a k [end]
[start] PangKham n ɨ ŋ [end]	[start] PangKham n ɨ ŋ [end]
[start] PangKham ɗ aː [end]	[start] PangKham ɗ aː [end]
[start] PangKham s i m [end]	[start] PangKham s i m [end]
[start] PangKham p ə r [end]	[start] PangKham m i n [end]
[start] PangKham k aː [end]	[start] PangKham g aː [end]
[start] PangKham h a ɲ [end]	[start] PangKham h a ɲ [end]
[start] PangKham g i ŋ [end]	[start] PangKham g i ɲ [end]
[start] PongNuea ŋ ai̯ [end]	[start] PongNuea ŋ [UNK] [end]
[start] PongNuea k ə [end]	[start] PongNuea k a [end]
[start] PongNuea ʔ u t [end]	[start] PongNuea ʔ u ʔ [end]
[start] PongNuea kʰ uː n [end]	[start] PongNuea kʰ uː n [end]
[start] PongNuea n a m [end]	[start] PongNuea n ə m [end]
[start] PongNuea ʔ ɔː m [end]	[start] PongNuea ʔ ɨ m [end]
[start] PongNuea d ai̯ [end]	[start] PongNuea d aːi̯ [end]
[start] PongNuea m oː [end]	[start] PongNuea m aːu̯ [end]
[start] PongNuea h ei̯ [end]	[start] PongNuea h ei̯ [end]
[start] PongNuea l aː [end]	[start] PongNuea l̥ [UNK] [end]
[start] PongNuea b ou̯ h [end]	[start] PongNuea b ou̯ h [end]
[start] PongNuea b e [end]	[start] PongNuea b l ei̯ [end]
[start] PongNuea g a k [end]	[start] PongNuea k au̯ ʔ [end]
[start] PongNuea n ɨ ŋ [end]	[start] PongNuea n ɨ ŋ [end]
[start] PongNuea d aː [end]	[start] PongNuea d [UNK] [end]
[start] PongNuea s iː m [end]	[start] PongNuea s iː m [end]
[start] PongNuea p ə h [end]	[start] PongNuea b ə n [end]
[start] PongNuea k aː [end]	[start] PongNuea g [UNK] [end]
[start] PongNuea h a ɲ [end]	[start] PongNuea h a ɲ [end]
[start] PongNuea g i ɲ [end]	[start] PongNuea g i ɲ [end]
[start] XiangZhaiTang ŋ ɛː [end]	[start] XiangZhaiTang ŋ ɛː [end]
[start] XiangZhaiTang k ə [end]	[start] XiangZhaiTang k a [end]
[start] XiangZhaiTang ʔ uː ʔ [end]	[start] XiangZhaiTang ʔ u ʔ [end]
[start] XiangZhaiTang kʰ uː n [end]	[start] XiangZhaiTang kʰ uː n [end]
[start] XiangZhaiTang n a m [end]	[start] XiangZhaiTang n ə m [end]
[start] XiangZhaiTang ʔ ou̯ m [end]	[start] XiangZhaiTang ʔ ɨ m [end]
[start] XiangZhaiTang d ɛː [end]	[start] XiangZhaiTang d [UNK] [end]
[start] XiangZhaiTang m əɯ̯ [end]	[start] XiangZhaiTang m aːu̯ [end]
[start] XiangZhaiTang h ei̯ [end]	[start] XiangZhaiTang h ei̯ [end]
[start] XiangZhaiTang l aː [end]	[start] XiangZhaiTang l̥ aː [end]
[start] XiangZhaiTang b ou̯ h [end]	[start] XiangZhaiTang b o h [end]
[start] XiangZhaiTang p l ei̯ [end]	[start] XiangZhaiTang b l ei̯ [end]
[start] XiangZhaiTang g a k [end]	[start] XiangZhaiTang k ɔ ʔ [end]
[start] XiangZhaiTang n ɨ ŋ [end]	[start] XiangZhaiTang n ɨ ŋ [end]
[start] XiangZhaiTang d aː [end]	[start] XiangZhaiTang d aː [end]
[start] XiangZhaiTang s iː m [end]	[start] XiangZhaiTang s iː m [end]
[start] XiangZhaiTang p ə n [end]	[start] XiangZhaiTang b ə n [end]
[start] XiangZhaiTang k aː [end]	[start] XiangZhaiTang g aː [end]
[start] XiangZhaiTang h a ɲ [end]	[start] XiangZhaiTang h a ɲ [end]
[start] XiangZhaiTang g i ɲ [end]	[start] XiangZhaiTang g i ɲ [end]
[start] AchangLongchuan ŋ ɔ ⁵⁵ [end]	[start] AchangLongchuan ŋ ɔ ⁵⁵ [end]
[start] AchangLongchuan n au ³¹ [end]	[start] AchangLongchuan n au ³⁵ [end]
[start] AchangLongchuan n ə k ⁵⁵ [end]	[start] AchangLongchuan n̥ ə k ⁵⁵ [end]
[start] AchangLongchuan n ə k ⁵⁵ [end]	[start] AchangLongchuan ȵ ɔ ʔ ⁵⁵ [end]
[start] AchangLongchuan l w a ʔ ⁵⁵ [end]	[start] AchangLongchuan l ɔ ʔ ⁵⁵ [end]
[start] AchangLongchuan l i ³¹ [end]	[start] AchangLongchuan l i ³¹ [end]
[start] AchangLongchuan n i ⁵⁵ [end]	[start] AchangLongchuan ȵ i ³¹ [end]
[start] AchangLongchuan i p ⁵⁵ [end]	[start] AchangLongchuan i t ⁵⁵ [end]
[start] AchangLongchuan k au ³¹ [end]	[start] AchangLongchuan k au ³¹ [end]
[start] AchangLongchuan o ³¹ [end]	[start] AchangLongchuan u ³¹ [end]
[start] AchangLongchuan s ə ŋ ³¹ [end]	[start] AchangLongchuan ts ɔ ³¹ [end]
[start] AchangLongchuan p a n ³¹ [end]	[start] AchangLongchuan p a n ³¹ [end]
[start] AchangLongchuan ɔ ŋ ⁵⁵ [end]	[start] AchangLongchuan ɔ ŋ ⁵⁵ [end]
[start] AchangLongchuan x w a ŋ ⁵⁵ [end]	[start] AchangLongchuan k ʐ a ŋ ⁵⁵ [end]
[start] AchangLongchuan ʂ ə k ⁵⁵ [end]	[start] AchangLongchuan ʂ ə k ⁵⁵ [end]
[start] AchangLongchuan ʑ i m ⁵⁵ [end]	[start] AchangLongchuan i n ⁵⁵ [end]
[start] AchangLongchuan m au ³¹ [end]	[start] AchangLongchuan m au ³¹ [end]
[start] AchangLongchuan ȵ ə ŋ ⁵⁵ [end]	[start] AchangLongchuan ts e ŋ ³⁵ [end]
[start] AchangLongchuan n̥ a p ⁵⁵ [end]	[start] AchangLongchuan n̥ a p ⁵⁵ [end]
[start] AchangLongchuan t o ³¹ [end]	[start] AchangLongchuan t o ³¹ [end]
[start] AchangLongchuan ŋ au ⁵⁵ [end]	[start] AchangLongchuan ŋ au ⁵⁵ [end]
[start] AchangLongchuan n a p ⁵⁵ [end]	[start] AchangLongchuan ȵ e n ³¹ [end]
[start] AchangLongchuan tʰ e ŋ ³⁵ [end]	[start] AchangLongchuan tʰ ə ŋ ³⁵ [end]
[start] AchangLongchuan ʐ w a ⁵⁵ [end]	[start] AchangLongchuan ʐ o ⁵⁵ [end]
[start] AchangLongchuan x ʐ au ⁵⁵ [end]	[start] AchangLongchuan x ʐ o ʔ ⁵⁵ [end]
[start] AchangLongchuan n ə k ⁵⁵ [end]	[start] AchangLongchuan n ə k ⁵⁵ [end]
[start] AchangLongchuan ʑ a p ⁵⁵ [end]	[start] AchangLongchuan ʑ a p ⁵⁵ [end]
[start] AchangLongchuan tsʰ u t ⁵⁵ [end]	[start] AchangLongchuan tɕʰ o t ⁵³ [end]
[start] AchangLongchuan ȵ u k ⁵⁵ [end]	[start] AchangLongchuan ȵ u ʔ ⁵⁵ [end]
[start] AchangLongchuan s w a t ⁵⁵ [end]	[start] AchangLongchuan m̥ ɔ ʔ ⁵⁵ [end]
[start] AchangLongchuan n̥ w a ⁵⁵ [end]	[start] AchangLongchuan ȵ̥ ɔ ŋ ⁵⁵ [end]
[start] AchangLongchuan m ɔ ŋ ³¹ [end]	[start] AchangLongchuan m w a ŋ ³¹ [end]
[start] AchangLongchuan ŋ ui ⁵⁵ [end]	[start] AchangLongchuan ŋ ui ⁵⁵ [end]
