Predicted	Actual
[start] Geez n ə fː ə s ə [end]	[start] Geez n ə f ħ ə [end]
[start] Geez l ə l a m [end]	[start] Geez l a h m [end]
[start] Geez ħ a m ɨ s [end]	[start] Geez ħ ə m s [end]
[start] Geez z ɨ l ə b [end]	[start] Geez z ɨ n a m [end]
[start] Geez z ə r ə t [end]	[start] Geez z ə r ʔ [end]
[start] Geez t ə b ə m [end]	[start] Geez tʼ ə b ə w ə [end]
[start] Gumer d ə m [end]	[start] Gumer d ə m [end]
[start] Gumer ʔ a tʼ ɨ m [end]	[start] Gumer ʔ a tʼ ɨ m [end]
[start] Gumer g a m e r [end]	[start] Gumer g a m e r a [end]
[start] Gumer d ə m ə r a [end]	[start] Gumer d a b ə r a [end]
[start] Gumer n ɨ g u s [end]	[start] Gumer n ɨ g w ɨ s [end]
[start] Gumer b ə kʼ w ə r ə [end]	[start] Gumer b ɨ kʼ u r ə [end]
[start] Gumer ʔ a tː ai̯ [end]	[start] Gumer ʔ a t [end]
[start] Gumer r u z [end]	[start] Gumer r u z [end]
[start] Gumer s ə b [end]	[start] Gumer s ə β a t [end]
[start] Gumer ʔ a tʃʼ ɨ r [end]	[start] Gumer ʔ a tʃʼ ɨ r [end]
[start] Gumer s ɨ d ɨ s [end]	[start] Gumer s ɨ dː ɨ s t [end]
[start] Gumer ʔ a sː ɨ r [end]	[start] Gumer ʔ a sː ɨ r [end]
[start] Gumer s e s e t [end]	[start] Gumer s o s t [end]
[start] Gumer ʔ a m i s [end]	[start] Gumer ʔ a m w ɨ s [end]
[start] Gumer m a n [end]	[start] Gumer m w a n [end]
[start] Gumer d ə bː ə r ə m [end]	[start] Gumer d ə pː ə r ə m [end]
[start] Gumer tʼ u b [end]	[start] Gumer tʼ u [end]
[start] Gumer s ə tʃʼ ə m [end]	[start] Gumer s ɨ tʼ ə [end]
[start] Gumer ʔ e [end]	[start] Gumer ʔ e n [end]
[start] Gumer ʔ a r b ə t [end]	[start] Gumer ʔ a r β ə t [end]
[start] Gumer m u r a [end]	[start] Gumer m w ɨ r a [end]
[start] Gumer f ə r ə z [end]	[start] Gumer f ə r ə z [end]
[start] Gumer kʼ u m a r [end]	[start] Gumer kʼ ɨ m a r [end]
[start] Gumer b o r ə [end]	[start] Gumer b o r a [end]
[start] Gumer d ɨ b a kʼ u lː a [end]	[start] Gumer d ɨ b a kʼ u lː a [end]
[start] Gumer ʔ ə r o [end]	[start] Gumer ʔ ə r o [end]
[start] Gumer n ɨ f a s [end]	[start] Gumer n ɨ f a s [end]
[start] Gumer n ə fː ə s ə m [end]	[start] Gumer n ə f ə s ə m [end]
[start] Gumer ʔ a r a m [end]	[start] Gumer ʔ ə r a m [end]
[start] Gumer s ɨ mː u t [end]	[start] Gumer s ɨ m w ɨ t [end]
[start] Gumer ʔ a m i s [end]	[start] Gumer ʔ a mː ɨ s t [end]
[start] Gumer z ɨ n a m [end]	[start] Gumer z ɨ r a b [end]
[start] Gumer z ə r ə [end]	[start] Gumer z ə r [end]
[start] Gumer tʼ ə b ə m [end]	[start] Gumer tʼ ə pː w ə m [end]
[start] Gura d ə m [end]	[start] Gura d ə m [end]
[start] Gura ʔ a tʼ ɨ m [end]	[start] Gura ʔ a tʼ ɨ m [end]
[start] Gura g a m e r [end]	[start] Gura g a m e r a [end]
[start] Gura d ə m ə r a [end]	[start] Gura d a b ə r a [end]
[start] Gura n ɨ g u s [end]	[start] Gura n ɨ g w s [end]
[start] Gura b ə kʼ w ə r ə [end]	[start] Gura b ɨ kʼ u r ə [end]
[start] Gura ʔ a t a [end]	[start] Gura ʔ a t [end]
[start] Gura r u z [end]	[start] Gura r u z [end]
[start] Gura s ə b [end]	[start] Gura s ə b a t [end]
[start] Gura ʔ a tʃʼ ɨ r [end]	[start] Gura ʔ a tʃʼ ɨ r [end]
[start] Gura s ɨ d i s [end]	[start] Gura s ɨ dː ɨ s t [end]
[start] Gura ʔ a sː ɨ r [end]	[start] Gura ʔ a s ɨ r [end]
[start] Gura s e s ə s [end]	[start] Gura s o s t [end]
[start] Gura ʔ a m w u s [end]	[start] Gura ʔ a m u s [end]
[start] Gura m a n [end]	[start] Gura m w a n [end]
[start] Gura d ə bː ə r ə [end]	[start] Gura d ə p ə r ə m [end]
[start] Gura tʼ u b [end]	[start] Gura tʼ u [end]
[start] Gura s ə tʃʼ ə [end]	[start] Gura s ə tʃʼ ə [end]
[start] Gura ʔ e [end]	[start] Gura ʔ e n [end]
[start] Gura ʔ a r b a t [end]	[start] Gura ʔ a r b ə t [end]
[start] Gura m u r a [end]	[start] Gura m u r a [end]
[start] Gura f ə r ə z [end]	[start] Gura f ə r ə z [end]
[start] Gura kʼ u m a r [end]	[start] Gura kʼ ɨ m a r [end]
[start] Gura b o r ə [end]	[start] Gura b o r a [end]
[start] Gura d u b a kʼ u lː a [end]	[start] Gura d ɨ w a kʼ u l a [end]
[start] Gura ʔ ə r o [end]	[start] Gura ʔ ə r o [end]
[start] Gura n ɨ f a s [end]	[start] Gura ʔ ɨ n f a s [end]
[start] Gura n ə f ə s ə m [end]	[start] Gura n ə f ə s ə m [end]
[start] Gura ʔ a r a [end]	[start] Gura ʔ ə r a m [end]
[start] Gura s ɨ m w ɨ t [end]	[start] Gura s ɨ m u t [end]
[start] Gura ʔ a m b [end]	[start] Gura ʔ a m ɨ s t [end]
[start] Gura z ɨ n a m [end]	[start] Gura z ɨ r a b [end]
[start] Gura z ə r ə [end]	[start] Gura z ə r [end]
[start] Gura tʼ ə b ə [end]	[start] Gura t ə p w ə m [end]
[start] Gyeto d ə m [end]	[start] Gyeto d ə m [end]
[start] Gyeto ʔ a tʼ ɨ m [end]	[start] Gyeto ʔ a t ɨ m [end]
[start] Gyeto g a m a r [end]	[start] Gyeto g a m e r a [end]
[start] Gyeto d ə b ə r a [end]	[start] Gyeto d a m ə r a [end]
[start] Gyeto n ɨ g u s [end]	[start] Gyeto n ɨ g w s [end]
[start] Gyeto b o kʼ o r [end]	[start] Gyeto b u kʼ u r a [end]
[start] Gyeto ʔ a tː ai̯ [end]	[start] Gyeto ʔ a t [end]
[start] Gyeto r u z [end]	[start] Gyeto r u z [end]
[start] Gyeto s ə b t [end]	[start] Gyeto s ə b a t [end]
[start] Gyeto ʔ a tʃʼ ɨ r [end]	[start] Gyeto ʔ a tʃʼ ɨ r [end]
[start] Gyeto s ɨ d ɨ s [end]	[start] Gyeto s ɨ d ɨ s t [end]
[start] Gyeto ʔ a sː ɨ r [end]	[start] Gyeto ʔ a s ɨ r [end]
[start] Gyeto s e s [end]	[start] Gyeto s o ʔ o s t [end]
[start] Gyeto ʔ a m i s [end]	[start] Gyeto ʔ a m u s [end]
[start] Gyeto m a n [end]	[start] Gyeto m w a n [end]
[start] Gyeto d ə p ə r ə [end]	[start] Gyeto d a pː ə r ə [end]
[start] Gyeto tʼ u b [end]	[start] Gyeto tʼ u [end]
[start] Gyeto s ə tʃʼ ə [end]	[start] Gyeto s ə tʃʼ ə [end]
[start] Gyeto ʔ ai̯ [end]	[start] Gyeto ʔ ai̯ n [end]
[start] Gyeto ʔ a r b a t [end]	[start] Gyeto ʔ a r b ʔ a t [end]
[start] Gyeto m u r a [end]	[start] Gyeto m u r ʔ a [end]
[start] Gyeto f ə r ə z [end]	[start] Gyeto f ə r ə z [end]
[start] Gyeto kʼ u m a r [end]	[start] Gyeto kʼ ɨ m a r [end]
[start] Gyeto b a r ə [end]	[start] Gyeto b a w r a [end]
[start] Gyeto d u b a kʼ u lː a [end]	[start] Gyeto tʼ ə b kʼ u l a [end]
[start] Gyeto ʔ ə r ə b [end]	[start] Gyeto ʔ ə r o [end]
[start] Gyeto n ɨ f a s [end]	[start] Gyeto n ɨ f a s [end]
[start] Gyeto n ə f ə s ə [end]	[start] Gyeto n ə f ə s ə [end]
[start] Gyeto s ə m u t [end]	[start] Gyeto s u w ɨ r [end]
[start] Gyeto ʔ a m b s [end]	[start] Gyeto ʔ a m ʔ ɨ s t [end]
[start] Gyeto z ɨ n a b [end]	[start] Gyeto z ɨ r a m [end]
[start] Gyeto tʼ ə p ə [end]	[start] Gyeto tʼ ə p w ə [end]
[start] Harari d ə m [end]	[start] Harari d ə m [end]
[start] Harari ʔ a tʼ ɨ m [end]	[start] Harari ʔ aː tʼ [end]
[start] Harari g aː l [end]	[start] Harari g aː m ə l a [end]
[start] Harari d ə b ə n a [end]	[start] Harari d aː n a [end]
[start] Harari n ɨ g u s [end]	[start] Harari n ə g aː ʃ i [end]
[start] Harari b ə kʼ u l a [end]	[start] Harari b ə kʼ ə l [end]
[start] Harari ʔ a t [end]	[start] Harari ʔ a ħ a n d [end]
[start] Harari r u z [end]	[start] Harari r uː z [end]
[start] Harari s ə b t i [end]	[start] Harari s aː tː i [end]
[start] Harari ħ aː tʃʼ u r [end]	[start] Harari ħ a tʃʼ i r [end]
[start] Harari s ə d u s [end]	[start] Harari s i dː i s t aː ɲ [end]
[start] Harari ʔ a sː u r [end]	[start] Harari ʔ a sː i r [end]
[start] Harari s ə l ə ʔ [end]	[start] Harari ʃ i ʔ i ʃ t i [end]
[start] Harari ħ aː s u w aː s [end]	[start] Harari x a m i s [end]
[start] Harari m aː n [end]	[start] Harari m aː n [end]
[start] Harari d ə b ə r ə [end]	[start] Harari d ə b ə l a [end]
[start] Harari tʼ u b i [end]	[start] Harari tʼ oː t [end]
[start] Harari s ə tʃʼ i [end]	[start] Harari s ə tʃ a [end]
[start] Harari ʔ aːi̯ [end]	[start] Harari ʔ i n [end]
[start] Harari ʔ a r b ə t [end]	[start] Harari ħ a r a t [end]
[start] Harari m u l ʔ a [end]	[start] Harari m u lː u ʔ [end]
[start] Harari f ə r ə z [end]	[start] Harari f ə r ə z [end]
[start] Harari kʼ u m a l [end]	[start] Harari kʼ u m aːi̯ [end]
[start] Harari b oː r a [end]	[start] Harari b a ʔ a r a [end]
[start] Harari d ə b ə kʼ u [end]	[start] Harari d u bː a [end]
[start] Harari ʔ a r ə b [end]	[start] Harari ʔ a r b a ʔ a [end]
[start] Harari ʔ a l ə kʼ [end]	[start] Harari l aː m [end]
[start] Harari s ə m u t [end]	[start] Harari s uː t [end]
[start] Harari ʔ a m ə ʔ [end]	[start] Harari ħ a mː i s t i [end]
[start] Harari ʔ a l ə b [end]	[start] Harari z ɨ n aː b [end]
[start] Harari tʼ ə b ə [end]	[start] Harari tʼ ə b a [end]
[start] Inor d ə m [end]	[start] Inor d ə m [end]
[start] Inor ʔ a tʼ ɨ m [end]	[start] Inor ʔ a tʼ ɨ m [end]
[start] Inor g a m e r [end]	[start] Inor g a m e r a [end]
[start] Inor d ə m ə r a [end]	[start] Inor d a m ə r a [end]
[start] Inor n ɨ g u s [end]	[start] Inor n u g w s [end]
[start] Inor b o kʼ o r [end]	[start] Inor b u kʼ u r ə [end]
[start] Inor ʔ a t ə [end]	[start] Inor ʔ a t [end]
[start] Inor r u z [end]	[start] Inor r u z [end]
[start] Inor s ə b a t [end]	[start] Inor s aː t [end]
[start] Inor ʔ a tʃʼ ɨ r [end]	[start] Inor ʔ e ʔ i r [end]
[start] Inor s ɨ d u s [end]	[start] Inor s ɨ dː ɨ s t [end]
[start] Inor ʔ a sː ɨ r [end]	[start] Inor ʔ a s ɨ r [end]
[start] Inor s ə ʔ ə s [end]	[start] Inor s o ʔ o s t [end]
[start] Inor ʔ a m b s [end]	[start] Inor ʔ a m u s [end]
[start] Inor m a n [end]	[start] Inor m a n [end]
[start] Inor d ə bː ə r ə [end]	[start] Inor d a pː ə r ə [end]
[start] Inor tʼ u b [end]	[start] Inor tʼ u [end]
[start] Inor s ə tʃʼ ə [end]	[start] Inor s ə tʃʼ ə [end]
[start] Inor ʔ ə ʔ ə [end]	[start] Inor ʔ e r [end]
[start] Inor ʔ a r b a t [end]	[start] Inor ʔ ə r b ʔ a t [end]
[start] Inor m u r ʔ a [end]	[start] Inor m u r ʔ a [end]
[start] Inor f ə r ə s [end]	[start] Inor f ə r ə z [end]
[start] Inor kʼ u m a r [end]	[start] Inor ʔ ɨ m a r [end]
[start] Inor b o r a [end]	[start] Inor b a w ə r a [end]
[start] Inor d u b a ʔ a [end]	[start] Inor tʼ ə b a kʼ u l a [end]
[start] Inor ʔ ə r o ʔ [end]	[start] Inor ʔ ə r o [end]
[start] Inor n ɨ f a s [end]	[start] Inor n ə f a s [end]
[start] Inor n ə fː ə s ə [end]	[start] Inor n ə f ə s ə [end]
[start] Inor ʔ a r a [end]	[start] Inor ʔ ə r a m [end]
[start] Inor s ɨ m w ɨ r [end]	[start] Inor s uː n t [end]
[start] Inor ʔ a m b ɨ t [end]	[start] Inor ʔ a mː ɨ s t [end]
[start] Inor z ə r [end]	[start] Inor z ə r [end]
[start] Inor tʼ ə b ə [end]	[start] Inor tʼ ə p w ə [end]
[start] Kistane d ə m [end]	[start] Kistane d ə m [end]
[start] Kistane ʔ a tʼ ɨ m [end]	[start] Kistane ʔ a tʼ ɨ m [end]
[start] Kistane g a m ə l a [end]	[start] Kistane g i m ə l [end]
[start] Kistane d ə b ə n [end]	[start] Kistane d a m ə n a [end]
[start] Kistane n ɨ g u s [end]	[start] Kistane n ɨ g u s [end]
[start] Kistane b o kʼ u l ə [end]	[start] Kistane b ɨ tʃʼ ɨ l [end]
[start] Kistane ʔ a t ə [end]	[start] Kistane ʔ a tː [end]
[start] Kistane r u z [end]	[start] Kistane r u z [end]
[start] Kistane s ə b t [end]	[start] Kistane s ə b a t [end]
[start] Kistane ʔ a tʃʼ ɨ r [end]	[start] Kistane ʔ a tʃʼ ɨ r [end]
[start] Kistane s ɨ dː ɨ s [end]	[start] Kistane s ɨ d ɨ s t [end]
[start] Kistane ʔ a sː ɨ r [end]	[start] Kistane ʔ a s ɨ r [end]
[start] Kistane s ə l ə s [end]	[start] Kistane s o s t [end]
[start] Kistane ʔ a m u s [end]	[start] Kistane x a m u s [end]
[start] Kistane m a n [end]	[start] Kistane m a [end]
[start] Kistane d ə bː ə r ə [end]	[start] Kistane d ə bː ə l ə m [end]
[start] Kistane tʼ u b [end]	[start] Kistane tʼ ɨ b u jː ə [end]
[start] Kistane s ə tʃʼ ə [end]	[start] Kistane s ə tʃʼ ə [end]
[start] Kistane ʔ ə nː [end]	[start] Kistane ʔ i n [end]
[start] Kistane ʔ a r b a tː [end]	[start] Kistane ʔ a r a t [end]
[start] Kistane m u lː a [end]	[start] Kistane m u l a [end]
[start] Kistane f ə r ə z [end]	[start] Kistane f ə r ə z [end]
[start] Kistane kʼ u m a r [end]	[start] Kistane kʼ ɨ m a l [end]
[start] Kistane b o r a [end]	[start] Kistane b o r a [end]
[start] Kistane d u b a kʼ u lː a [end]	[start] Kistane d ə b a kʼ u lː a [end]
[start] Kistane ʔ ə r o b [end]	[start] Kistane x ə r o b [end]
[start] Kistane ʔ ɨ fː a s [end]	[start] Kistane n ə f a s [end]
[start] Kistane n ə fː ə s ə m [end]	[start] Kistane n ə fː ə s o [end]
[start] Kistane ʔ a r a m [end]	[start] Kistane ʔ ə l a m [end]
[start] Kistane s ə m o t [end]	[start] Kistane s ə mː ɨ n t [end]
[start] Kistane ʔ a n s [end]	[start] Kistane ʔ a mː ɨ s t [end]
[start] Kistane z ɨ r a b [end]	[start] Kistane z ɨ n a b [end]
[start] Kistane z ə r ə [end]	[start] Kistane z ə r [end]
[start] Kistane tʼ ə b ə [end]	[start] Kistane tʼ o bː ə m [end]
[start] Mesqan d ə m [end]	[start] Mesqan d ə m [end]
[start] Mesqan ʔ a tʼ ɨ m [end]	[start] Mesqan ʔ a tʼ ɨ m [end]
[start] Mesqan g a m e [end]	[start] Mesqan g a m e l a [end]
[start] Mesqan d ə b ə n a [end]	[start] Mesqan d a b ə n a [end]
[start] Mesqan n ɨ g u s [end]	[start] Mesqan n ɨ g w s [end]
[start] Mesqan b o kʼ u l ə [end]	[start] Mesqan b w ə kʼ ɨ l a [end]
[start] Mesqan ʔ a tː e [end]	[start] Mesqan ʔ a tː [end]
[start] Mesqan r u z [end]	[start] Mesqan r u z [end]
[start] Mesqan s ə b t [end]	[start] Mesqan s e b ə t [end]
[start] Mesqan ʔ a tʃʼ ɨ r [end]	[start] Mesqan ʔ a tʃʼ ɨ r [end]
[start] Mesqan s ɨ dː u s [end]	[start] Mesqan s ɨ dː ɨ s t [end]
[start] Mesqan ʔ a sː ɨ r [end]	[start] Mesqan ʔ a s ɨ r [end]
[start] Mesqan s e tː ə s [end]	[start] Mesqan s o s t [end]
[start] Mesqan ʔ a m b [end]	[start] Mesqan ʔ a m u s [end]
[start] Mesqan m a nː [end]	[start] Mesqan m w a [end]
[start] Mesqan d ə bː ə r ə [end]	[start] Mesqan d ə bː ə r ə m [end]
[start] Mesqan tʼ u b [end]	[start] Mesqan tʼ u b [end]
[start] Mesqan s ə tʃʼ ə [end]	[start] Mesqan s ə tʃʼ ə [end]
[start] Mesqan ʔ ə nː [end]	[start] Mesqan ʔ e n [end]
[start] Mesqan ʔ a r b ə t [end]	[start] Mesqan ʔ a r b ə tː [end]
[start] Mesqan m u l u [end]	[start] Mesqan m u l a [end]
[start] Mesqan f ə r ə z [end]	[start] Mesqan f ə r ə z [end]
[start] Mesqan kʼ u m a l [end]	[start] Mesqan kʼ ɨ m a l [end]
[start] Mesqan b o r ə [end]	[start] Mesqan b o r a [end]
[start] Mesqan d u b a kʼ u l [end]	[start] Mesqan d ə b a kʼ u l a [end]
[start] Mesqan ʔ a r o b [end]	[start] Mesqan ʔ ə r o b [end]
[start] Mesqan ʔ ɨ fː a s [end]	[start] Mesqan n ɨ f a s [end]
[start] Mesqan n ə fː ə sː ə [end]	[start] Mesqan n ə fː ə s ə [end]
[start] Mesqan ʔ a l ə [end]	[start] Mesqan ʔ ə r a m [end]
[start] Mesqan s ɨ mː u t [end]	[start] Mesqan s ɨ mː u t [end]
[start] Mesqan ʔ a m b i t [end]	[start] Mesqan ʔ a mː ɨ s t [end]
[start] Mesqan z ɨ l a b [end]	[start] Mesqan z ɨ n a b [end]
[start] Mesqan z ə r ə [end]	[start] Mesqan z ə r [end]
[start] Mesqan tʼ ə b ə [end]	[start] Mesqan tʼ o bː ə [end]
[start] Muher d ə m [end]	[start] Muher d ə m [end]
[start] Muher ʔ a tʼ i m [end]	[start] Muher ʔ a tʼ ɨ m [end]
[start] Muher g a m ə l a [end]	[start] Muher g a m e l a [end]
[start] Muher d ə b ə n [end]	[start] Muher d a b ə n a [end]
[start] Muher n ɨ g u s [end]	[start] Muher n ɨ g w s [end]
[start] Muher b o kʼ u l ə [end]	[start] Muher b u ʔ u r ə [end]
[start] Muher ʔ a dː a [end]	[start] Muher ʔ a tː [end]
[start] Muher r u z [end]	[start] Muher r u z [end]
[start] Muher s ə b [end]	[start] Muher s ə b a t [end]
[start] Muher ʔ a tʃʼ ɨ r [end]	[start] Muher ʔ a tʃʼ ɨ r [end]
[start] Muher s ɨ dː u s [end]	[start] Muher s ɨ dː ɨ s t [end]
[start] Muher ʔ a sː ɨ r [end]	[start] Muher ʔ a sː ɨ r [end]
[start] Muher s ə l ə sː [end]	[start] Muher s o s t [end]
[start] Muher ʔ a m b i s [end]	[start] Muher ʔ a m u s [end]
[start] Muher m a nː [end]	[start] Muher m a [end]
[start] Muher d ə bː ə r ə [end]	[start] Muher d ə bː ə r ə m [end]
[start] Muher tʼ u b [end]	[start] Muher tʼ ɨ w ə jː ə [end]
[start] Muher s ə tʼː ə [end]	[start] Muher s ə tʃʼ ə m [end]
[start] Muher ʔ ə l e [end]	[start] Muher ʔ e n [end]
[start] Muher ʔ a r b a tː [end]	[start] Muher ʔ a r b ə t [end]
[start] Muher m u l u [end]	[start] Muher m w əi̯ [end]
[start] Muher f ə r ə z [end]	[start] Muher f ə r ə z [end]
[start] Muher kʼ u m a l [end]	[start] Muher kʼ ɨ m e [end]
[start] Muher b o r ə [end]	[start] Muher b o r a [end]
[start] Muher d u b a ʔ a [end]	[start] Muher d ɨ w a ʔ u lː a [end]
[start] Muher ʔ ə r o b [end]	[start] Muher ʔ ə r o b [end]
[start] Muher n ɨ fː a s [end]	[start] Muher ʔ ɨ n f a s [end]
[start] Muher n ə fː ə s ə m [end]	[start] Muher n ə fː ə s ə m [end]
[start] Muher l a l [end]	[start] Muher ʔ ə nː a m [end]
[start] Muher s ə mː ɨ t [end]	[start] Muher s ɨ mː u t [end]
[start] Muher ʔ a mː i s [end]	[start] Muher ʔ a mː ɨ s t [end]
[start] Muher z ɨ l a b [end]	[start] Muher z ɨ n a b [end]
[start] Muher z ə r ə [end]	[start] Muher z ə r [end]
[start] Muher tʼ ə bː ə m [end]	[start] Muher tʼ ə bː w ə m [end]
[start] Silte d ə m [end]	[start] Silte d ə m [end]
[start] Silte ʔ a tʼ ɨ m [end]	[start] Silte h a tʼ ɨ m [end]
[start] Silte g a m e l o [end]	[start] Silte g aː m eː l a [end]
[start] Silte d a b ə n a [end]	[start] Silte d ə b ə n a [end]
[start] Silte n u g u s [end]	[start] Silte n ɨ g u s [end]
[start] Silte b u kʼ u l o [end]	[start] Silte b o kʼ l o [end]
[start] Silte ʔ a tː ai̯ [end]	[start] Silte ʔ aː d [end]
[start] Silte r u z [end]	[start] Silte r u z [end]
[start] Silte s ə b r a t [end]	[start] Silte s a ʔ a b a t [end]
[start] Silte ʔ a tʃʼ ɨ r [end]	[start] Silte ʔ a n tʃʼ ɨ r [end]
[start] Silte s ɨ d ɨ s [end]	[start] Silte s ɨ dː ɨ s t [end]
[start] Silte ʔ a bː ɨ r [end]	[start] Silte ʔ a sː ɨ r [end]
[start] Silte s o r ə s [end]	[start] Silte ʃ e ʃ t [end]
[start] Silte ʔ a m u s [end]	[start] Silte x a m u s [end]
[start] Silte m a n [end]	[start] Silte m aː n i [end]
[start] Silte d ə bː ə r ə [end]	[start] Silte d ə b ə l ə [end]
[start] Silte tʼ u b u [end]	[start] Silte tʼ u b [end]
[start] Silte s ə tʃʼ ə [end]	[start] Silte s ə tʃ e [end]
[start] Silte ʔ ai̯ n [end]	[start] Silte ʔ iː n [end]
[start] Silte ʔ a r b ə tː [end]	[start] Silte ʔ a r a t [end]
[start] Silte m u l ə [end]	[start] Silte m u lː a [end]
[start] Silte f ə r ə z [end]	[start] Silte f ə r ə z [end]
[start] Silte kʼ u m a l [end]	[start] Silte kʼ u m a l [end]
[start] Silte d u b a kʼ u lː ə [end]	[start] Silte d ə b a kʼ u lː ə [end]
[start] Silte ʔ ɨ r o [end]	[start] Silte h a r b e [end]
[start] Silte ʔ ɨ f a s [end]	[start] Silte n ɨ f a s [end]
[start] Silte n ə fː ə s ə [end]	[start] Silte n ə f ə s ə [end]
[start] Silte ʔ a r a m [end]	[start] Silte l a m [end]
[start] Silte s u mː ɨ t [end]	[start] Silte s ə m u t [end]
[start] Silte ʔ a mː ɨ s [end]	[start] Silte ʔ a mː ɨ s t [end]
[start] Silte z ɨ r a b [end]	[start] Silte z ɨ l ə m [end]
[start] Silte z ə r e [end]	[start] Silte z ə r [end]
[start] Silte tʼ ə b ə [end]	[start] Silte t o b e [end]
[start] Tigre d ə m [end]	[start] Tigre d ə m [end]
[start] Tigre ʔ a s ɨ m [end]	[start] Tigre ʔ a tʼ ɨ m [end]
[start] Tigre g a m e l [end]	[start] Tigre g e m ə l [end]
[start] Tigre d ə b ə n [end]	[start] Tigre d ə b n a [end]
[start] Tigre n ɨ g u s [end]	[start] Tigre n ə g u s [end]
[start] Tigre b o kʼ u l [end]	[start] Tigre b ə kʼ ə l u [end]
[start] Tigre ʔ a d u [end]	[start] Tigre h a tː e [end]
[start] Tigre r u [end]	[start] Tigre r u z [end]
[start] Tigre s ə b [end]	[start] Tigre s ə b u ʔ ə [end]
[start] Tigre ħ a tʃʼ ɨ r [end]	[start] Tigre ħ a tʃʼ a r [end]
[start] Tigre s ɨ ʔ ɨ s t [end]	[start] Tigre s ɨ ʔ ɨ s [end]
[start] Tigre ʔ a sː ɨ r [end]	[start] Tigre ʔ a s ɨ r [end]
[start] Tigre s o s t [end]	[start] Tigre s ə l ə s [end]
[start] Tigre ħ a m e s [end]	[start] Tigre k ə m i ʃ [end]
[start] Tigre m ə n [end]	[start] Tigre m ə n [end]
[start] Tigre tʼ u b [end]	[start] Tigre tʼ ɨ b [end]
[start] Tigre s ə tʼː ə [end]	[start] Tigre s ə t ə [end]
[start] Tigre ʔ a j e [end]	[start] Tigre ʔ ɨ n [end]
[start] Tigre ħ a r b ə t [end]	[start] Tigre ʔ a r b ə ʕ ə [end]
[start] Tigre m u l ɨ t [end]	[start] Tigre m ɨ l u ʔ [end]
[start] Tigre f ə r ə z [end]	[start] Tigre f ə r ə s [end]
