Predicted	Actual
[start] ShuigenCentralSandong ʔ a m ¹ [end]	[start] ShuigenCentralSandong ʔ a m ¹ [end]
[start] ShuigenCentralSandong ʔ u m ¹ [end]	[start] ShuigenCentralSandong ʔ u m ¹ [end]
[start] ShuigenCentralSandong ȶ i t ¹ [end]	[start] ShuigenCentralSandong ȶ i t ¹ [end]
[start] ShuigenCentralSandong j a n ¹ [end]	[start] ShuigenCentralSandong j a n ¹ [end]
[start] ShuigenCentralSandong t ə t ¹ [end]	[start] ShuigenCentralSandong t ə t ¹ [end]
[start] ShuigenCentralSandong t ai ¹ [end]	[start] ShuigenCentralSandong t ai ¹ [end]
[start] ShuigenCentralSandong h a ¹ [end]	[start] ShuigenCentralSandong h a ¹ [end]
[start] ShuigenCentralSandong ˀd aːu ¹ [end]	[start] ShuigenCentralSandong d aːu ¹ [end]
[start] ShuigenCentralSandong s aːu ¹ [end]	[start] ShuigenCentralSandong s aːu ¹ [end]
[start] ShuigenCentralSandong n aːi ¹ [end]	[start] ShuigenCentralSandong n aːi ¹ [end]
[start] ShuigenCentralSandong s i ¹ [end]	[start] ShuigenCentralSandong s i ¹ [end]
[start] ShuigenCentralSandong f a ¹ [end]	[start] ShuigenCentralSandong f a ¹ [end]
[start] ShuigenCentralSandong t a ¹ [end]	[start] ShuigenCentralSandong t a ¹ [end]
[start] ShuigenCentralSandong l ə n ¹ [end]	[start] ShuigenCentralSandong l ə n ¹ [end]
[start] ShuigenCentralSandong ȵ aːu ¹ [end]	[start] ShuigenCentralSandong ȵ aːu ¹ [end]
[start] ShuigenCentralSandong m e ¹ [end]	[start] ShuigenCentralSandong m e ¹ [end]
[start] ShuigenCentralSandong t o ¹ [end]	[start] ShuigenCentralSandong t o ¹ [end]
[start] ShuigenCentralSandong ʔ j ə t ¹ [end]	[start] ShuigenCentralSandong ʔ j ə t ¹ [end]
[start] ShuigenCentralSandong ɣ a ¹ [end]	[start] ShuigenCentralSandong ɣ a ¹ [end]
[start] ShuigenCentralSandong ȵ i ¹ [end]	[start] ShuigenCentralSandong ȵ i ¹ [end]
[start] ShuigenCentralSandong h aː m ¹ [end]	[start] ShuigenCentralSandong h aː m ¹ [end]
[start] ShuigenCentralSandong ɕ i ¹ [end]	[start] ShuigenCentralSandong h i ¹ [end]
[start] ShuigenCentralSandong ŋ o ¹ [end]	[start] ShuigenCentralSandong ŋ o ¹ [end]
[start] ShuigenCentralSandong l j o k ¹ [end]	[start] ShuigenCentralSandong l j o k ¹ [end]
[start] ShuigenCentralSandong ɕ ə t ¹ [end]	[start] ShuigenCentralSandong ɕ ə t ¹ [end]
[start] ShuigenCentralSandong p aː t ¹ [end]	[start] ShuigenCentralSandong p aː t ¹ [end]
[start] ShuigenCentralSandong ȶ u ¹ [end]	[start] ShuigenCentralSandong ȶ u ¹ [end]
[start] ShuigenCentralSandong s u p ¹ [end]	[start] ShuigenCentralSandong s u p ¹ [end]
[start] ShuigenCentralSandong p e k ¹ [end]	[start] ShuigenCentralSandong p e k ¹ [end]
[start] ShuigenCentralSandong ˀn a m ¹ [end]	[start] ShuigenCentralSandong ˀn a m ¹ [end]
[start] ShuigenCentralSandong h a m ¹ [end]	[start] ShuigenCentralSandong h a m ¹ [end]
[start] ShuigenCentralSandong ˀȵ a m ¹ [end]	[start] ShuigenCentralSandong ˀȵ a m ¹ [end]
[start] ShuigenCentralSandong k u n ¹ [end]	[start] ShuigenCentralSandong k o n ¹ [end]
[start] ShuigenCentralSandong qʰ i ŋ ¹ [end]	[start] ShuigenCentralSandong k i ŋ ¹ [end]
[start] ShuigenCentralSandong ˀd a k ¹ [end]	[start] ShuigenCentralSandong ˀd a k ¹ [end]
[start] ShuigenCentralSandong ˀm ai ¹ [end]	[start] ShuigenCentralSandong ˀm ai ¹ [end]
[start] ShuigenCentralSandong ˀb j a ¹ [end]	[start] ShuigenCentralSandong ˀb j a ¹ [end]
[start] ShuigenCentralSandong ɕ e n ¹ [end]	[start] ShuigenCentralSandong ɕ e n ¹ [end]
[start] ShuigenCentralSandong s o k ¹ [end]	[start] ShuigenCentralSandong s o k ¹ [end]
[start] ShuigenCentralSandong t j a ŋ ¹ [end]	[start] ShuigenCentralSandong t j a ŋ ¹ [end]
[start] ShuigenCentralSandong ˀd aː ŋ ¹ [end]	[start] ShuigenCentralSandong ⁿd aː ŋ ¹ [end]
[start] ShuigenCentralSandong h u m ¹ [end]	[start] ShuigenCentralSandong h u m ¹ [end]
[start] ShuigenCentralSandong q a m ¹ [end]	[start] ShuigenCentralSandong q a m ¹ [end]
[start] ShuigenCentralSandong j u ¹ [end]	[start] ShuigenCentralSandong j u ¹ [end]
[start] ShuigenCentralSandong qʰ aː t ¹ [end]	[start] ShuigenCentralSandong qʰ aː t ¹ [end]
[start] ShuigenCentralSandong j i k ¹ [end]	[start] ShuigenCentralSandong j i k ¹ [end]
[start] ShuigenCentralSandong kʰ i m ¹ [end]	[start] ShuigenCentralSandong kʰ i m ¹ [end]
[start] ShuigenCentralSandong s j u ¹ [end]	[start] ShuigenCentralSandong s j u ¹ [end]
[start] ShuigenCentralSandong ˀm a ¹ [end]	[start] ShuigenCentralSandong ˀm a ¹ [end]
[start] ShuigenCentralSandong ˀn a ¹ [end]	[start] ShuigenCentralSandong ˀn a ¹ [end]
[start] ShuigenCentralSandong ˀb aː ŋ ¹ [end]	[start] ShuigenCentralSandong ˀb aː ŋ ¹ [end]
[start] ShuigenCentralSandong t i ¹ [end]	[start] ShuigenCentralSandong t i ¹ [end]
[start] ShuigenCentralSandong z a n ¹ [end]	[start] ShuigenCentralSandong z a n ¹ [end]
[start] ShuigenCentralSandong ȵ aːi ¹ [end]	[start] ShuigenCentralSandong [UNK] aːi ¹ [end]
[start] ShuigenCentralSandong ⁿd j ə n ¹ [end]	[start] ShuigenCentralSandong ⁿd j ə n ¹ [end]
[start] ShuigenCentralSandong v aː ŋ ¹ [end]	[start] ShuigenCentralSandong v aː ŋ ¹ [end]
[start] ShuigenCentralSandong ⁿd a m ¹ [end]	[start] ShuigenCentralSandong ⁿd a m ¹ [end]
[start] ShuigenCentralSandong ɕ a ŋ ¹ [end]	[start] ShuigenCentralSandong ɕ a ŋ ¹ [end]
[start] ShuigenCentralSandong j a m ¹ [end]	[start] ShuigenCentralSandong ʔ j a m ¹ [end]
[start] ShuigenCentralSandong k u ŋ ¹ [end]	[start] ShuigenCentralSandong k u ŋ ¹ [end]
[start] ShuigenCentralSandong s j eu ¹ [end]	[start] ShuigenCentralSandong s j eu ¹ [end]
[start] ShuigenCentralSandong ⁿb aː n ¹ [end]	[start] ShuigenCentralSandong ⁿb aː n ¹ [end]
[start] ShuigenCentralSandong ˀb j aː k ¹ [end]	[start] ShuigenCentralSandong ˀb j aː k ¹ [end]
[start] ShuigenCentralSandong h o ¹ [end]	[start] ShuigenCentralSandong h o ¹ [end]
[start] ShuigenCentralSandong h oi ¹ [end]	[start] ShuigenCentralSandong h oi ¹ [end]
[start] ShuigenCentralSandong q aːu ¹ [end]	[start] ShuigenCentralSandong q aːu ¹ [end]
[start] ShuigenCentralSandong kʰ j a k ¹ [end]	[start] ShuigenCentralSandong kʰ a k ¹ [end]
[start] ShuigenCentralSandong ȶ o ŋ ¹ [end]	[start] ShuigenCentralSandong t o ŋ ¹ [end]
[start] ShuigenCentralSandong v a n ¹ [end]	[start] ShuigenCentralSandong v a n ¹ [end]
[start] ShuigenCentralSandong ˀn ui ¹ [end]	[start] ShuigenCentralSandong ˀn ui ¹ [end]
[start] ShuigenCentralSandong ˀm u ¹ [end]	[start] ShuigenCentralSandong ˀm u ¹ [end]
[start] ShuigenCentralSandong s ə n ¹ [end]	[start] ShuigenCentralSandong s ə n ¹ [end]
[start] ShuigenCentralSandong v i ¹ [end]	[start] ShuigenCentralSandong v i ¹ [end]
[start] ShuigenCentralSandong f u k ¹ [end]	[start] ShuigenCentralSandong v u k ¹ [end]
[start] ShuigenCentralSandong ˀn j a ¹ [end]	[start] ShuigenCentralSandong ˀn j a ¹ [end]
[start] ShuigenCentralSandong f a n ¹ [end]	[start] ShuigenCentralSandong f a n ¹ [end]
[start] ShuigenCentralSandong h aː ŋ ¹ [end]	[start] ShuigenCentralSandong h aː ŋ ¹ [end]
[start] ShuigenCentralSandong l j aː k ¹ [end]	[start] ShuigenCentralSandong l j aː k ¹ [end]
[start] ShuigenCentralSandong ʔ ui ¹ [end]	[start] ShuigenCentralSandong ʔ ui ¹ [end]
[start] ShuigenCentralSandong j a ¹ [end]	[start] ShuigenCentralSandong j a ¹ [end]
[start] ShuigenCentralSandong q aː t ¹ [end]	[start] ShuigenCentralSandong q aː t ¹ [end]
[start] ShuigenCentralSandong q ui ¹ [end]	[start] ShuigenCentralSandong k ui ¹ [end]
[start] ShuigenCentralSandong ˀb j aː n ¹ [end]	[start] ShuigenCentralSandong ˀb j aː n ¹ [end]
[start] ShuigenCentralSandong ȶ i ¹ [end]	[start] ShuigenCentralSandong ȶ i ¹ [end]
[start] ShuigenCentralSandong f i k ¹ [end]	[start] ShuigenCentralSandong f i t ¹ [end]
[start] ShuigenCentralSandong t u ¹ [end]	[start] ShuigenCentralSandong t u ¹ [end]
[start] ShuigenCentralSandong t e ¹ [end]	[start] ShuigenCentralSandong t e ¹ [end]
[start] ShuigenCentralSandong f aː n ¹ [end]	[start] ShuigenCentralSandong f aː n ¹ [end]
[start] ShuigenCentralSandong t a p ¹ [end]	[start] ShuigenCentralSandong t a p ¹ [end]
[start] ShuigenCentralSandong kʰ e ¹ [end]	[start] ShuigenCentralSandong kʰ e ¹ [end]
[start] ShuigenCentralSandong l aː k ¹ [end]	[start] ShuigenCentralSandong l aː k ¹ [end]
[start] ShuigenCentralSandong t a ¹ [end]	[start] ShuigenCentralSandong t a ¹ [end]
[start] ShuigenCentralSandong s e ¹ [end]	[start] ShuigenCentralSandong tsʰ i ¹ [end]
[start] ShuigenCentralSandong t au ¹ [end]	[start] ShuigenCentralSandong t au ¹ [end]
[start] ShuigenCentralSandong z ə n ¹ [end]	[start] ShuigenCentralSandong z ə n ¹ [end]
[start] ShuigenCentralSandong h aːu ¹ [end]	[start] ShuigenCentralSandong h aːu ¹ [end]
[start] ShuigenCentralSandong k a ¹ [end]	[start] ShuigenCentralSandong k a ¹ [end]
[start] ShuigenCentralSandong s ui ¹ [end]	[start] ShuigenCentralSandong s ui ¹ [end]
[start] ShuigenCentralSandong ˀm j u ¹ [end]	[start] ShuigenCentralSandong m j u ¹ [end]
[start] ShuigenCentralSandong ʔ aːi ¹ [end]	[start] ShuigenCentralSandong ʔ j aːi ¹ [end]
[start] ShuigenCentralSandong ˀd aː n ¹ [end]	[start] ShuigenCentralSandong ˀd aː n ¹ [end]
[start] ShuigenCentralSandong l j aː k ¹ [end]	[start] ShuigenCentralSandong l j aː k ¹ [end]
[start] ShuigenCentralSandong ˀd aː k ¹ [end]	[start] ShuigenCentralSandong ˀd aː k ¹ [end]
[start] ShuigenCentralSandong t a ŋ ¹ [end]	[start] ShuigenCentralSandong t a ŋ ¹ [end]
[start] ShuigenCentralSandong s o t ¹ [end]	[start] ShuigenCentralSandong s o t ¹ [end]
[start] ShuigenCentralSandong ˀd aːu ¹ [end]	[start] ShuigenCentralSandong [UNK] aːu ¹ [end]
[start] ShuigenCentralSandong p o ¹ [end]	[start] ShuigenCentralSandong p o ¹ [end]
[start] ShuigenCentralSandong h u ŋ ¹ [end]	[start] ShuigenCentralSandong h u ŋ ¹ [end]
[start] ShuigenCentralSandong ts a m ¹ [end]	[start] ShuigenCentralSandong ts a m ¹ [end]
[start] ShuigenCentralSandong t j ə t ¹ [end]	[start] ShuigenCentralSandong t j ə t ¹ [end]
[start] ShuigenCentralSandong ˀb j ə t ¹ [end]	[start] ShuigenCentralSandong ˀb j ə t ¹ [end]
[start] ShuigenCentralSandong t a m ¹ [end]	[start] ShuigenCentralSandong t a m ¹ [end]
[start] ShuigenCentralSandong l j eu ¹ [end]	[start] ShuigenCentralSandong l j u ¹ [end]
[start] ShuigenCentralSandong h aː k ¹ [end]	[start] ShuigenCentralSandong h aː k ¹ [end]
[start] ShuigenCentralSandong ɣ o ¹ [end]	[start] ShuigenCentralSandong ɣ o ¹ [end]
[start] ShuigenCentralSandong t ai ¹ [end]	[start] ShuigenCentralSandong t ai ¹ [end]
[start] ShuigenCentralSandong pʰ j aː m ¹ [end]	[start] ShuigenCentralSandong pʰ j aː m ¹ [end]
[start] ShuigenCentralSandong l aː m ¹ [end]	[start] ShuigenCentralSandong l aː m ¹ [end]
[start] ShuigenCentralSandong ȶ i t ¹ [end]	[start] ShuigenCentralSandong ȶ ə t ¹ [end]
[start] ShuigenCentralSandong ˀn u k ¹ [end]	[start] ShuigenCentralSandong ˀn u k ¹ [end]
[start] ShuigenCentralSandong ts j e n ¹ [end]	[start] ShuigenCentralSandong ts j e n ¹ [end]
[start] ShuigenCentralSandong ˀȵ i t ¹ [end]	[start] ShuigenCentralSandong ˀȵ i t ¹ [end]
[start] ShuigenCentralSandong ˀd j a m ¹ [end]	[start] ShuigenCentralSandong t a m ¹ [end]
[start] ShuigenCentralSandong pʰ a ¹ [end]	[start] ShuigenCentralSandong pʰ a ¹ [end]
[start] ShuigenCentralSandong ŋ aː n ¹ [end]	[start] ShuigenCentralSandong ŋ aː n ¹ [end]
[start] ShuigenCentralSandong ʔ j aː k ¹ [end]	[start] ShuigenCentralSandong ʔ j aː k ¹ [end]
[start] ShuigenCentralSandong t i k ¹ [end]	[start] ShuigenCentralSandong t i k ¹ [end]
[start] ShuigenCentralSandong qʰ a n ¹ [end]	[start] ShuigenCentralSandong qʰ a n ¹ [end]
[start] ShuigenCentralSandong ȵ a k ¹ [end]	[start] ShuigenCentralSandong [UNK] a k ¹ [end]
[start] ShuigenCentralSandong l aːu ¹ [end]	[start] ShuigenCentralSandong l aːu ¹ [end]
[start] ShuigenCentralSandong pʰ j ai ¹ [end]	[start] ShuigenCentralSandong pʰ j ai ¹ [end]
[start] ShuigenCentralSandong q o m ¹ [end]	[start] ShuigenCentralSandong q o m ¹ [end]
[start] ShuigenCentralSandong t i ¹ [end]	[start] ShuigenCentralSandong t i ¹ [end]
[start] ShuigenCentralSandong t j a ŋ ¹ [end]	[start] ShuigenCentralSandong t j a ŋ ¹ [end]
[start] ShuigenCentralSandong ˀn a m ¹ [end]	[start] ShuigenCentralSandong ˀn a m ¹ [end]
[start] ShuigenCentralSandong f a ¹ [end]	[start] ShuigenCentralSandong f a ¹ [end]
[start] ShuigenCentralSandong ȵ i ¹ [end]	[start] ShuigenCentralSandong ȵ i ¹ [end]
[start] ShuigenCentralSandong ˀd o ŋ ¹ [end]	[start] ShuigenCentralSandong ˀd o ŋ ¹ [end]
[start] ShuigenCentralSandong p u p ¹ [end]	[start] ShuigenCentralSandong p u p ¹ [end]
[start] ShuigenCentralSandong k a ŋ ¹ [end]	[start] ShuigenCentralSandong k a ŋ ¹ [end]
[start] ShuigenCentralSandong z ui ¹ [end]	[start] ShuigenCentralSandong z ui ¹ [end]
[start] ShuigenCentralSandong t o ¹ [end]	[start] ShuigenCentralSandong t o ¹ [end]
[start] ShuigenCentralSandong f a k ¹ [end]	[start] ShuigenCentralSandong f a k ¹ [end]
[start] ShuigenCentralSandong f a ¹ [end]	[start] ShuigenCentralSandong f a ¹ [end]
[start] ShuigenCentralSandong qʰ ui ¹ [end]	[start] ShuigenCentralSandong qʰ ui ¹ [end]
[start] ShuigenCentralSandong s i m ¹ [end]	[start] ShuigenCentralSandong s i m ¹ [end]
[start] ShuigenCentralSandong p aː k ¹ [end]	[start] ShuigenCentralSandong p aː k ¹ [end]
[start] ShuigenCentralSandong t e ¹ [end]	[start] ShuigenCentralSandong t e ¹ [end]
[start] ShuigenCentralSandong q u ¹ [end]	[start] ShuigenCentralSandong q u ¹ [end]
[start] ShuigenCentralSandong l aːi ¹ [end]	[start] ShuigenCentralSandong l aːi ¹ [end]
[start] ShuigenCentralSandong h aːi ¹ [end]	[start] ShuigenCentralSandong h aːi ¹ [end]
[start] ShuigenCentralSandong ˀd w a ¹ [end]	[start] ShuigenCentralSandong ˀd w a ¹ [end]
[start] ShuigenCentralSandong l j e m ¹ [end]	[start] ShuigenCentralSandong l j e m ¹ [end]
[start] ShuigenCentralSandong ˀb i n ¹ [end]	[start] ShuigenCentralSandong ˀb i n ¹ [end]
[start] ShuigenCentralSandong t j e m ¹ [end]	[start] ShuigenCentralSandong t j e m ¹ [end]
[start] ShuigenCentralSandong kʰ u ŋ ¹ [end]	[start] ShuigenCentralSandong kʰ u ŋ ¹ [end]
[start] ShuigenCentralSandong h u m ¹ [end]	[start] ShuigenCentralSandong h u m ¹ [end]
[start] ShuigenCentralSandong m ai ¹ [end]	[start] ShuigenCentralSandong m ai ¹ [end]
[start] ShuigenCentralSandong m aː ŋ ¹ [end]	[start] ShuigenCentralSandong m aː ŋ ¹ [end]
[start] ShuigenCentralSandong l aː k ¹ [end]	[start] ShuigenCentralSandong l aː k ¹ [end]
[start] ShuigenCentralSandong l aː k ¹ [end]	[start] ShuigenCentralSandong l aː k ¹ [end]
[start] ShuigenCentralSandong l aː k ¹ [end]	[start] ShuigenCentralSandong l aː k ¹ [end]
[start] ShuigenCentralSandong ts j e ¹ [end]	[start] ShuigenCentralSandong ts j e ¹ [end]
[start] ShuigenCentralSandong tʰ au ¹ [end]	[start] ShuigenCentralSandong tʰ au ¹ [end]
[start] ShuigenCentralSandong h ui ¹ [end]	[start] ShuigenCentralSandong h ui ¹ [end]
[start] ShuigenCentralSandong tʰ aːu ¹ [end]	[start] ShuigenCentralSandong tʰ aːu ¹ [end]
[start] ShuigenCentralSandong h i p ¹ [end]	[start] ShuigenCentralSandong ɕ i p ¹ [end]
[start] ShuigenCentralSandong ȶ e t ¹ [end]	[start] ShuigenCentralSandong ȶ e t ¹ [end]
[start] ShuigenCentralSandong tʰ j a k ¹ [end]	[start] ShuigenCentralSandong tʰ j a k ¹ [end]
[start] ShuigenCentralSandong ʔ au ¹ [end]	[start] ShuigenCentralSandong ʔ j au ¹ [end]
[start] ShuigenCentralSandong ȶ a ¹ [end]	[start] ShuigenCentralSandong ȶ a ¹ [end]
[start] ShuigenCentralSandong m a ŋ ¹ [end]	[start] ShuigenCentralSandong m a ŋ ¹ [end]
[start] ShuigenCentralSandong ts a m ¹ [end]	[start] ShuigenCentralSandong ts a m ¹ [end]
[start] ShuigenCentralSandong s a ¹ [end]	[start] ShuigenCentralSandong s a ¹ [end]
[start] ShuigenCentralSandong ˀn a ŋ ¹ [end]	[start] ShuigenCentralSandong ˀn a ŋ ¹ [end]
[start] ShuigenCentralSandong ȵ a ¹ [end]	[start] ShuigenCentralSandong ȵ a ¹ [end]
[start] ShuigenCentralSandong m a n ¹ [end]	[start] ShuigenCentralSandong m a n ¹ [end]
[start] ShuigenCentralSandong m a n ¹ [end]	[start] ShuigenCentralSandong m a n ¹ [end]
[start] ShuigenCentralSandong ts a ¹ [end]	[start] ShuigenCentralSandong ts a ¹ [end]
[start] ShuigenCentralSandong n i ¹ [end]	[start] ShuigenCentralSandong n i ¹ [end]
[start] ShuigenCentralSandong m aː ŋ ¹ [end]	[start] ShuigenCentralSandong m aː ŋ ¹ [end]
[start] ShuigenCentralSandong t i ¹ [end]	[start] ShuigenCentralSandong t i ¹ [end]
[start] ShuigenCentralSandong ȶ o t ¹ [end]	[start] ShuigenCentralSandong ȶ o t ¹ [end]
[start] ShuigenCentralSandong ⁿb i ŋ ¹ [end]	[start] ShuigenCentralSandong ⁿb i ŋ ¹ [end]
[start] ShuigenCentralSandong ⁿd u ¹ [end]	[start] ShuigenCentralSandong ⁿd u ¹ [end]
[start] ShuigenCentralSandong ɣ aː ŋ ¹ [end]	[start] ShuigenCentralSandong ɣ aː ŋ ¹ [end]
[start] ShuigenCentralSandong p aː k ¹ [end]	[start] ShuigenCentralSandong p aː k ¹ [end]
[start] ShuigenCentralSandong h aː n ¹ [end]	[start] ShuigenCentralSandong h aː n ¹ [end]
[start] ShuigenCentralSandong ɕ u ¹ [end]	[start] ShuigenCentralSandong ɕ u ¹ [end]
[start] ShuigenCentralSandong h a t ¹ [end]	[start] ShuigenCentralSandong h ə t ¹ [end]
[start] ShuigenCentralSandong ˀd j u p ¹ [end]	[start] ShuigenCentralSandong ˀd j u p ¹ [end]
[start] ShuigenCentralSandong q u ¹ [end]	[start] ShuigenCentralSandong q u ¹ [end]
[start] ShuigenCentralSandong ˀd j ai ¹ [end]	[start] ShuigenCentralSandong ˀd j ai ¹ [end]
[start] ShuigenCentralSandong ɣ aː ŋ ¹ [end]	[start] ShuigenCentralSandong ɣ aː ŋ ¹ [end]
[start] ShuigenCentralSandong ˀd aːi ¹ [end]	[start] ShuigenCentralSandong ˀd aːi ¹ [end]
[start] ShuigenCentralSandong ts u p ¹ [end]	[start] ShuigenCentralSandong ts u p ¹ [end]
[start] ShuigenCentralSandong ˀȵ a ¹ [end]	[start] ShuigenCentralSandong ˀȵ a ¹ [end]
[start] ShuigenCentralSandong ˀd e ¹ [end]	[start] ShuigenCentralSandong ⁿd e ¹ [end]
[start] ShuigenCentralSandong v a n ¹ [end]	[start] ShuigenCentralSandong v a n ¹ [end]
[start] ShuigenCentralSandong ˀd j a ¹ [end]	[start] ShuigenCentralSandong ˀd j a ¹ [end]
[start] ShuigenCentralSandong ȵ aː ŋ ¹ [end]	[start] ShuigenCentralSandong ȵ aː ŋ ¹ [end]
[start] ShuigenCentralSandong l j aː n ¹ [end]	[start] ShuigenCentralSandong l j aː n ¹ [end]
[start] ShuigenCentralSandong ŋ w aː ŋ ¹ [end]	[start] ShuigenCentralSandong ŋ w aː ŋ ¹ [end]
[start] ShuigenCentralSandong ˀd a ¹ [end]	[start] ShuigenCentralSandong ˀd w a ¹ [end]
[start] ShuigenCentralSandong m i t ¹ [end]	[start] ShuigenCentralSandong m i t ¹ [end]
[start] ShuigenCentralSandong v u ¹ [end]	[start] ShuigenCentralSandong v u ¹ [end]
[start] ShuigenCentralSandong h ə n ¹ [end]	[start] ShuigenCentralSandong h ə n ¹ [end]
[start] ShuigenCentralSandong f aː ŋ ¹ [end]	[start] ShuigenCentralSandong ɣ aː n ¹ [end]
[start] ShuigenCentralSandong n i ¹ [end]	[start] ShuigenCentralSandong n i ¹ [end]
[start] ShuigenCentralSandong ˀb j aː k ¹ [end]	[start] ShuigenCentralSandong ˀb j aː k ¹ [end]
[start] ShuigenCentralSandong f aːi ¹ [end]	[start] ShuigenCentralSandong f aːi ¹ [end]
[start] ShuigenCentralSandong f e ¹ [end]	[start] ShuigenCentralSandong f e ¹ [end]
[start] ShuigenCentralSandong z u ŋ ¹ [end]	[start] ShuigenCentralSandong ʔ ũ ¹ [end]
[start] ShuigenCentralSandong s a ¹ [end]	[start] ShuigenCentralSandong s a ¹ [end]
[start] ShuigenCentralSandong v ə t ¹ [end]	[start] ShuigenCentralSandong v ə t ¹ [end]
[start] ShuigenCentralSandong q au ¹ [end]	[start] ShuigenCentralSandong q au ¹ [end]
[start] ShuigenCentralSandong ⁿd o ¹ [end]	[start] ShuigenCentralSandong ⁿd o ¹ [end]
[start] ShuigenCentralSandong ⁿd a m ¹ [end]	[start] ShuigenCentralSandong ⁿd a m ¹ [end]
[start] ShuigenCentralSandong j u ¹ [end]	[start] ShuigenCentralSandong j u ¹ [end]
[start] ShuigenCentralSandong ˀd i n ¹ [end]	[start] ShuigenCentralSandong l i n ¹ [end]
[start] ShuigenCentralSandong p j aː k ¹ [end]	[start] ShuigenCentralSandong p j aː k ¹ [end]
[start] ShuigenCentralSandong ʁ aːi ¹ [end]	[start] ShuigenCentralSandong ʁ aːi ¹ [end]
[start] ShuigenCentralSandong ʔ ai ¹ [end]	[start] ShuigenCentralSandong ʔ ai ¹ [end]
[start] ShuigenCentralSandong ⁿd j o ŋ ¹ [end]	[start] ShuigenCentralSandong ⁿd j o ŋ ¹ [end]
[start] ShuigenCentralSandong l i ŋ ¹ [end]	[start] ShuigenCentralSandong l i ŋ ¹ [end]
[start] ShuigenCentralSandong f e ¹ [end]	[start] ShuigenCentralSandong f e ¹ [end]
[start] ShuigenCentralSandong ˀd j a ¹ [end]	[start] ShuigenCentralSandong ˀd j a ¹ [end]
