Predicted	Actual
[start] Khispi d i n [end]	[start] Khispi d u n [end]
[start] Khispi kʰ a ŋ [end]	[start] Khispi kʰ a m [end]
[start] Khispi s a [end]	[start] Khispi ɕ a [end]
[start] Khispi p a [end]	[start] Khispi p a [end]
[start] Khispi j ui [end]	[start] Khispi j a [end]
[start] Khispi m a [end]	[start] Khispi m a [end]
[start] Khispi pʰ u [end]	[start] Khispi pʰ u [end]
[start] Khispi ai [end]	[start] Khispi au [end]
[start] Khispi l a [end]	[start] Khispi l ɛi [end]
[start] Khispi ai s [end]	[start] Khispi a t [end]
[start] Khispi kʰ a m [end]	[start] Khispi kʰ u m [end]
[start] Khispi d a n [end]	[start] Khispi d ɛ n [end]
[start] Khispi l a ŋ [end]	[start] Khispi l u ŋ [end]
[start] Khispi tʰ u ŋ [end]	[start] Khispi tʰ u ŋ [end]
[start] Khispi ɲ ɔ k [end]	[start] Khispi ŋ a k [end]
[start] Khispi ʑ ɔ s [end]	[start] Khispi ʑ a [end]
[start] Khispi d ɛ m [end]	[start] Khispi d ɛ m [end]
[start] Khispi ʑ aː [end]	[start] Khispi ʑ e [end]
[start] Khispi l a p [end]	[start] Khispi l a p [end]
[start] Khispi s ɔ ɹ [end]	[start] Khispi s u m [end]
[start] Khispi b a [end]	[start] Khispi b a [end]
[start] Khispi l a [end]	[start] Khispi l ei [end]
[start] Khispi pʰ a s [end]	[start] Khispi pʰ a k [end]
[start] Khispi dʑ u [end]	[start] Khispi dʑ u [end]
[start] Khispi g a [end]	[start] Khispi kʰ ɔ [end]
[start] Khispi l ɛ ŋ [end]	[start] Khispi l i ŋ [end]
[start] Khispi h ɛ k [end]	[start] Khispi h ɛ k [end]
[start] Khispi h a n [end]	[start] Khispi h ɔ [end]
[start] Khispi pʰ a [end]	[start] Khispi pʰ a [end]
[start] Khispi h a [end]	[start] Khispi pʰ a [end]
[start] Khispi t a ŋ [end]	[start] Khispi t a ŋ [end]
[start] Khispi g ɔ ŋ [end]	[start] Khispi k ɔ ŋ [end]
[start] Khispi ɕ a [end]	[start] Khispi ɕ a [end]
[start] Khispi m a n [end]	[start] Khispi p ɛ n [end]
[start] Khispi ʑ ɔ n [end]	[start] Khispi ʑ u [end]
[start] Khispi ɕ a [end]	[start] Khispi ɕ a [end]
[start] Khispi m a [end]	[start] Khispi m a [end]
[start] Khispi tɕ ɔ m [end]	[start] Khispi tsʰ u m [end]
[start] Khispi m a [end]	[start] Khispi m a [end]
[start] Khispi l a [end]	[start] Khispi l a [end]
[start] Khispi ɕ a m [end]	[start] Khispi s a m [end]
[start] Khispi t ɔ p [end]	[start] Khispi t u [end]
[start] Khispi m a s [end]	[start] Khispi m e [end]
[start] Khispi kʰ a s [end]	[start] Khispi kʰ a [end]
[start] Khispi tɕʰ a ŋ [end]	[start] Khispi tɕʰ a m [end]
[start] Khispi m i [end]	[start] Khispi m u [end]
[start] Khispi tɕ i n [end]	[start] Khispi tɕʰ i n [end]
[start] Khispi dʑ ɛ ŋ [end]	[start] Khispi b i ŋ [end]
[start] Khispi b a [end]	[start] Khispi b ɔ [end]
[start] Khispi d ei [end]	[start] Khispi d i [end]
[start] Khispi pʰ l i [end]	[start] Khispi p ɕ i [end]
[start] Khispi b a [end]	[start] Khispi b a [end]
[start] Khispi kʰ ɔ k [end]	[start] Khispi kʰ ɔ p [end]
[start] Khispi a [end]	[start] Khispi ɔ [end]
[start] Khispi h a n [end]	[start] Khispi h a n [end]
[start] Khispi pʰ ɔ ŋ [end]	[start] Khispi pʰ ɔ ŋ [end]
[start] Khispi tʰ i s [end]	[start] Khispi tʰ i [end]
[start] Khispi kʰ u [end]	[start] Khispi kʰ u [end]
[start] Khispi kʰ a n [end]	[start] Khispi kʰ ɛ n [end]
[start] Khispi t a n [end]	[start] Khispi t a n [end]
[start] Khispi m a n [end]	[start] Khispi m ɛ n [end]
[start] Khispi h a n [end]	[start] Khispi h i n [end]
[start] Khispi dʑ i [end]	[start] Khispi b i [end]
[start] Khispi h a m [end]	[start] Khispi h u [end]
[start] Khispi l a k [end]	[start] Khispi l a k [end]
[start] Khispi ɕ a [end]	[start] Khispi ɕ a [end]
[start] Khispi w a k [end]	[start] Khispi b a k [end]
[start] Khispi b a [end]	[start] Khispi b i [end]
[start] Khispi ts i [end]	[start] Khispi ts i [end]
[start] Khispi d u k [end]	[start] Khispi d u k [end]
[start] Khispi ɕ i s [end]	[start] Khispi ɕ a [end]
[start] Khispi b a [end]	[start] Khispi b i [end]
[start] Khispi ɕ a k [end]	[start] Khispi ɕ a k [end]
[start] Khispi p u [end]	[start] Khispi p u [end]
[start] Khispi n a [end]	[start] Khispi h ai [end]
[start] Khispi d i s [end]	[start] Khispi d u [end]
[start] Khispi ʑ i p [end]	[start] Khispi ʑ i [end]
[start] Khispi m a [end]	[start] Khispi m u [end]
[start] Khispi l a [end]	[start] Khispi l a [end]
[start] Khispi ɔ s [end]	[start] Khispi ɔ [end]
[start] Khispi h ɛ k [end]	[start] Khispi h ɛ k [end]
[start] Khispi ts ai [end]	[start] Khispi ɕ u [end]
[start] Khispi j ɔ ŋ [end]	[start] Khispi j ɔ m [end]
[start] Khispi h a m [end]	[start] Khispi h a m [end]
[start] Khispi n u k [end]	[start] Khispi n u t [end]
[start] Khispi h a ŋ [end]	[start] Khispi h a [end]
[start] Khispi a n [end]	[start] Khispi i n [end]
[start] Khispi l i [end]	[start] Khispi l i [end]
[start] Khispi r ui [end]	[start] Khispi l i [end]
[start] Khispi ɕ i s [end]	[start] Khispi ɕ i s [end]
[start] Khispi tɕʰ ai [end]	[start] Khispi ɕ u [end]
[start] Khispi g ai [end]	[start] Khispi k i [end]
[start] Khispi d j ɛ k [end]	[start] Khispi d i k [end]
[start] Khispi w a n [end]	[start] Khispi j ɛ n [end]
[start] Khispi n ɔ [end]	[start] Khispi n a [end]
[start] Khispi ʑ a s [end]	[start] Khispi ʑ a [end]
[start] Khispi tɕʰ u s [end]	[start] Khispi tɕʰ u p [end]
[start] Khispi ɕ a [end]	[start] Khispi ɕ a [end]
[start] Khispi g ɔ k [end]	[start] Khispi kʰ ɔ k [end]
[start] Khispi n i [end]	[start] Khispi n a [end]
[start] Khispi m i [end]	[start] Khispi m u [end]
[start] Khispi dʑ i n [end]	[start] Khispi b i n [end]
[start] Khispi n a [end]	[start] Khispi h a ɕ [end]
[start] Khispi tɕ a n [end]	[start] Khispi dʑ ɛ n [end]
[start] Khispi kʰ u [end]	[start] Khispi kʰ u [end]
[start] Khispi n a m [end]	[start] Khispi n a m [end]
[start] Khispi j u [end]	[start] Khispi ʑ u [end]
[start] Khispi s a [end]	[start] Khispi s a [end]
[start] Khispi d a [end]	[start] Khispi d a k [end]
[start] Khispi tɕʰ u [end]	[start] Khispi tɕʰ u n [end]
[start] Khispi k u s [end]	[start] Khispi kʰ au [end]
[start] Khispi ɕ u [end]	[start] Khispi ɕ a [end]
[start] Khispi j ɔ k [end]	[start] Khispi dʑ ɔ k [end]
[start] Khispi w ɔ ŋ [end]	[start] Khispi g u ŋ [end]
[start] Khispi t a [end]	[start] Khispi t u s [end]
[start] Khispi tɕʰ i ŋ [end]	[start] Khispi kʰ i ŋ [end]
[start] Khispi w ai [end]	[start] Khispi w u [end]
[start] Khispi l u ŋ [end]	[start] Khispi l u ŋ [end]
[start] Khispi l a ŋ [end]	[start] Khispi l a ŋ [end]
[start] Khispi h i n [end]	[start] Khispi h i ŋ [end]
[start] Khispi m ai [end]	[start] Khispi m ei [end]
[start] Khispi tɕʰ i [end]	[start] Khispi dʑ u [end]
[start] Khispi n a [end]	[start] Khispi n a [end]
[start] Khispi g u [end]	[start] Khispi dʑ u [end]
[start] Khispi ɲ ui [end]	[start] Khispi ɲ ui [end]
[start] Khispi tʰ ui [end]	[start] Khispi tʰ ɔ n [end]
[start] Khispi tɕʰ a k [end]	[start] Khispi tɕʰ a k [end]
[start] Khispi dʑ a [end]	[start] Khispi dʑ a [end]
[start] Khispi b l ai [end]	[start] Khispi b ei [end]
[start] Khispi s a n [end]	[start] Khispi s a n [end]
[start] Khispi kʰ u s [end]	[start] Khispi kʰ au [end]
[start] Khispi j a ŋ [end]	[start] Khispi j a ŋ [end]
[start] Khispi b i s [end]	[start] Khispi pʰ e [end]
[start] Khispi ʑ ɔ s [end]	[start] Khispi z ɔ [end]
[start] Khispi h a ŋ [end]	[start] Khispi h w a ŋ [end]
[start] Khispi ɔ ŋ [end]	[start] Khispi ɔ m [end]
[start] Khispi h a k [end]	[start] Khispi kʰ a k [end]
[start] Khispi pʰ a [end]	[start] Khispi pʰ u [end]
[start] Khispi tʰ a [end]	[start] Khispi tʰ a [end]
[start] Khispi l a [end]	[start] Khispi l a [end]
[start] Khispi s a ŋ [end]	[start] Khispi s a ŋ [end]
[start] Khispi l ui [end]	[start] Khispi l ui [end]
[start] Khispi ʑ ɔ p [end]	[start] Khispi tɕʰ u [end]
[start] Khispi kʰ ai [end]	[start] Khispi kʰ ei [end]
[start] Khispi ɲ i s [end]	[start] Khispi ɲ i s [end]
[start] Khispi k a s [end]	[start] Khispi kʰ a [end]
[start] Khispi ʑ i s [end]	[start] Khispi ʑ i [end]
[start] Khispi tʰ u s [end]	[start] Khispi tʰ u p [end]
[start] Khispi j ai [end]	[start] Khispi j ɔu [end]
[start] Khispi l a [end]	[start] Khispi w a [end]
[start] Khispi m a ŋ [end]	[start] Khispi m a ŋ [end]
[start] Khispi k a s [end]	[start] Khispi kʰ a [end]
[start] Khispi tɕʰ i k [end]	[start] Khispi tɕʰ i k [end]
[start] Khispi tɕʰ ɔ ŋ [end]	[start] Khispi tɕʰ ɔ l [end]
[start] Khispi dʑ a ŋ [end]	[start] Khispi dʑ a m [end]
[start] Khispi d a ŋ [end]	[start] Khispi d a ŋ [end]
[start] Khispi ɲ i [end]	[start] Khispi m i [end]
[start] Khispi j a [end]	[start] Khispi j a [end]
[start] Khispi n a m [end]	[start] Khispi n a m [end]
[start] Khispi s a m [end]	[start] Khispi s u ŋ [end]
[start] Khispi k ɔː [end]	[start] Khispi k a l [end]
[start] Khispi dʑ i s [end]	[start] Khispi dʑ u [end]
[start] Khispi dʑ a k [end]	[start] Khispi dʑ a k [end]
[start] Khispi t ɔ ŋ [end]	[start] Khispi t ɔ m [end]
[start] Khispi w ui [end]	[start] Khispi w ui [end]
[start] Khispi l a ŋ [end]	[start] Khispi l j a [end]
[start] Khispi tɕʰ a [end]	[start] Khispi tɕʰ a [end]
[start] Khispi b i s [end]	[start] Khispi b i [end]
[start] Khispi n a m [end]	[start] Khispi n a m [end]
[start] Khispi t a n [end]	[start] Khispi t a [end]
[start] Khispi m i s [end]	[start] Khispi m i k [end]
[start] Khispi tʰ ɔ ŋ [end]	[start] Khispi tʰ ɔ ŋ [end]
[start] Khispi ʑ ɔː [end]	[start] Khispi ʑ a p [end]
[start] Khispi m a [end]	[start] Khispi m ɔː [end]
[start] Khispi tɕʰ i ŋ [end]	[start] Khispi tɕʰ i [end]
[start] Khispi kʰ a s [end]	[start] Khispi kʰ u s [end]
[start] Khispi m a [end]	[start] Khispi m a [end]
[start] Khispi tɕʰ ɔ [end]	[start] Khispi tɕʰ ɔu [end]
[start] Khispi s a [end]	[start] Khispi ɕ a [end]
[start] Khispi tɕʰ i [end]	[start] Khispi kʰ i [end]
[start] Khispi g ɛ s [end]	[start] Khispi g ɛ t [end]
[start] Khispi a [end]	[start] Khispi ɔ [end]
[start] Khispi n a [end]	[start] Khispi n ɔu [end]
[start] Khispi ɕ i s [end]	[start] Khispi ɕ a [end]
[start] Khispi m a [end]	[start] Khispi b ɛ ŋ [end]
[start] Khispi kʰ a s [end]	[start] Khispi kʰ a n [end]
[start] Khispi k a [end]	[start] Khispi k a [end]
[start] Khispi d a [end]	[start] Khispi d a [end]
[start] Khispi t i s [end]	[start] Khispi t i [end]
[start] Khispi tɕ a n [end]	[start] Khispi ts ɛ n [end]
[start] Khispi l a m [end]	[start] Khispi l a m [end]
[start] Khispi b u [end]	[start] Khispi b a [end]
[start] Khispi i s [end]	[start] Khispi j u [end]
[start] Khispi d i s [end]	[start] Khispi d ɔ [end]
[start] Khispi kʰ ɔ k [end]	[start] Khispi kʰ ɔ [end]
[start] Khispi k i [end]	[start] Khispi k i [end]
[start] Khispi b a [end]	[start] Khispi b e [end]
[start] Khispi ai s [end]	[start] Khispi ɔ [end]
[start] Khispi j ɔ ŋ [end]	[start] Khispi g ɔ ŋ [end]
[start] Khispi tɕʰ a s [end]	[start] Khispi tɕʰ a t [end]
[start] Khispi m i [end]	[start] Khispi m ui [end]
[start] Khispi b ɔː [end]	[start] Khispi b a [end]
[start] Khispi h ai [end]	[start] Khispi h ɔi [end]
[start] Khispi pʰ a s [end]	[start] Khispi pʰ a k [end]
[start] Khispi tɕʰ i [end]	[start] Khispi ɕ i [end]
[start] Khispi m a ŋ [end]	[start] Khispi m a ŋ [end]
[start] Khispi d a [end]	[start] Khispi d u [end]
[start] Khispi l ai [end]	[start] Khispi l u [end]
[start] Khispi z a n [end]	[start] Khispi ʑ ɛ l [end]
[start] Khispi m i n [end]	[start] Khispi m u l [end]
[start] Khispi kʰ a s [end]	[start] Khispi kʰ ɔ [end]
[start] Khispi tɕʰ i [end]	[start] Khispi tɕʰ i [end]
[start] Khispi l ɔ ŋ [end]	[start] Khispi ɕ ɔ k [end]
[start] Khispi n ɔ [end]	[start] Khispi n a [end]
[start] Khispi tɕʰ i s [end]	[start] Khispi p ɕ i n [end]
[start] Khispi d a [end]	[start] Khispi d a [end]
[start] Khispi tɕʰ ai [end]	[start] Khispi tɕ ɔ [end]
[start] Khispi n a m [end]	[start] Khispi n a m [end]
[start] Khispi tʰ e [end]	[start] Khispi tʰ e [end]
[start] Khispi tʰ a [end]	[start] Khispi tʰ a [end]
[start] Khispi ai s [end]	[start] Khispi ai [end]
[start] Khispi b ɹ u [end]	[start] Khispi b u [end]
[start] Khispi ɕ a [end]	[start] Khispi ɕ i [end]
[start] Khispi l a [end]	[start] Khispi l e [end]
[start] Khispi pʰ a s [end]	[start] Khispi pʰ a k [end]
[start] Khispi d a [end]	[start] Khispi d a [end]
[start] Khispi s ɔ ŋ [end]	[start] Khispi s a ŋ [end]
[start] Khispi ɔ [end]	[start] Khispi ɔ [end]
[start] Khispi kʰ a s [end]	[start] Khispi kʰ ai [end]
[start] Khispi pʰ a s [end]	[start] Khispi pʰ a [end]
[start] Khispi d ɛ p [end]	[start] Khispi d e [end]
[start] Khispi h i n [end]	[start] Khispi ɕ i n [end]
[start] Khispi t u ŋ [end]	[start] Khispi t u ŋ [end]
[start] Khispi dʑ a ŋ [end]	[start] Khispi tɕʰ ɔ ŋ [end]
[start] Khispi r a k [end]	[start] Khispi d a k [end]
[start] Khispi tɕ u ŋ [end]	[start] Khispi tɕ u ŋ [end]
[start] Khispi d ai [end]	[start] Khispi d i [end]
[start] Khispi j u [end]	[start] Khispi j u [end]
[start] Khispi m a n [end]	[start] Khispi m ɔ n [end]
[start] Khispi b i s [end]	[start] Khispi p a [end]
[start] Khispi dʑ i s [end]	[start] Khispi p i [end]
[start] Khispi m a n [end]	[start] Khispi m a n [end]
[start] Khispi a [end]	[start] Khispi ɔ [end]
[start] Khispi h a ŋ [end]	[start] Khispi h a ŋ [end]
[start] Khispi pʰ ɛ s [end]	[start] Khispi pʰ ɛ t [end]
[start] Khispi z i k [end]	[start] Khispi dʑ i k [end]
[start] Khispi ʑ a n [end]	[start] Khispi ʑ a n [end]
[start] Khispi b ɛ s [end]	[start] Khispi b i n [end]
[start] Khispi w a k [end]	[start] Khispi m a k [end]
[start] Khispi z ɛ k [end]	[start] Khispi z ɛ k [end]
[start] Khispi kʰ a ŋ [end]	[start] Khispi kʰ a ŋ [end]
[start] Khispi tɕʰ u [end]	[start] Khispi tsʰ u [end]
[start] Khispi tɕʰ a m [end]	[start] Khispi tɕʰ a m [end]
[start] Khispi h ai [end]	[start] Khispi l a [end]
[start] Khispi j u [end]	[start] Khispi j u [end]
[start] Khispi t a ŋ [end]	[start] Khispi tʰ i n [end]
[start] Khispi l ai [end]	[start] Khispi l a [end]
[start] Khispi j a s [end]	[start] Khispi j ɛ t [end]
[start] Khispi tɕʰ i [end]	[start] Khispi ts i [end]
[start] Khispi b a [end]	[start] Khispi b u [end]
[start] Khispi d a p [end]	[start] Khispi d u [end]
[start] Khispi ʑ ɔ m [end]	[start] Khispi z u m [end]
[start] Khispi b a [end]	[start] Khispi pʰ i [end]
[start] Khispi g a s [end]	[start] Khispi kʰ ɛ k [end]
[start] Khispi tɕʰ ɔ ŋ [end]	[start] Khispi dʑ ɔ ŋ [end]
[start] Khispi tɕ u p [end]	[start] Khispi tɕ u p [end]
[start] Khispi z a [end]	[start] Khispi ɕ a [end]
[start] Khispi tɕʰ i s [end]	[start] Khispi t i s [end]
[start] Khispi l a k [end]	[start] Khispi l a k [end]
[start] Khispi j ɔ ŋ [end]	[start] Khispi j ɔ ŋ [end]
[start] Khispi t ɔ ŋ [end]	[start] Khispi tʰ ɔ ŋ [end]
[start] Khispi tɕʰ e [end]	[start] Khispi tsʰ ɛ t [end]
[start] Khispi n [end]	[start] Khispi h ɛ m [end]
[start] Khoina g uː [end]	[start] Khoina g uː [end]
[start] Khoina n aː [end]	[start] Khoina n a [end]
[start] Khoina tʰ ai k [end]	[start] Khoina tʰ i k [end]
[start] Khoina n a ŋ [end]	[start] Khoina n a ŋ [end]
[start] Khoina dʑ i [end]	[start] Khoina ʥ i [end]
[start] Khoina r ɔ [end]	[start] Khoina l ɔ [end]
[start] Khoina ə [end]	[start] Khoina a [end]
[start] Khoina s aː [end]	[start] Khoina s aː [end]
[start] Khoina kʰ y ŋ [end]	[start] Khoina kʰ y ŋ [end]
[start] Khoina tɕʰ ɔ k [end]	[start] Khoina ɖʐ ɔ k [end]
[start] Khoina tsʰ ɐ [end]	[start] Khoina dʑ ɐ [end]
[start] Khoina pʰ l u [end]	[start] Khoina pʰ l u [end]
[start] Khoina pʰ l ɛ [end]	[start] Khoina pʰ l [UNK] [end]
[start] Khoina m ai [end]	[start] Khoina m aː [end]
[start] Khoina pʰ u k [end]	[start] Khoina pʰ u k [end]
[start] Khoina d ə [end]	[start] Khoina d ə [end]
[start] Khoina h ɐ [end]	[start] Khoina pʰ l ɐ [end]
[start] Khoina pʰ a [end]	[start] Khoina pʰ ɔ ŋ [end]
[start] Khoina s ɔː [end]	[start] Khoina ɕ [end]
[start] Khoina tʰ u ŋ [end]	[start] Khoina tʰ u ŋ [end]
[start] Khoina d u [end]	[start] Khoina d u [end]
[start] Khoina ə [end]	[start] Khoina a [end]
[start] Khoina tʰ ɔ k [end]	[start] Khoina tʰ ɔ k [end]
[start] Khoina s ə [end]	[start] Khoina s ə [end]
[start] Khoina r i ŋ [end]	[start] Khoina r ĩː [end]
[start] Khoina m ə [end]	[start] Khoina b u [end]
[start] Khoina kʰ ɐ k [end]	[start] Khoina kʰ ɐ k [end]
[start] Khoina a [end]	[start] Khoina a [end]
[start] Khoina d ɔ k [end]	[start] Khoina d ɔ k [end]
[start] Khoina f uː [end]	[start] Khoina f uː [end]
[start] Khoina tɕʰ ɐ k [end]	[start] Khoina tɕʰ ɐ k [end]
[start] Khoina tsʰ ɔ̃ː [end]	[start] Khoina ʈʂʰ ũː [end]
[start] Khoina x øː [end]	[start] Khoina x aː [end]
[start] Khoina m i k [end]	[start] Khoina w i k [end]
[start] Khoina s ɔː [end]	[start] Khoina ʂ [end]
[start] Khoina ʈʂʰ aː [end]	[start] Khoina ʈʂʰ ɛ n [end]
[start] Khoina g y k [end]	[start] Khoina x y k [end]
[start] Khoina r iː [end]	[start] Khoina l i [end]
[start] Khoina n yː [end]	[start] Khoina n yː [end]
[start] Khoina pʰ aː [end]	[start] Khoina pʰ a ŋ [end]
[start] Khoina n y ŋ [end]	[start] Khoina n y ŋ [end]
[start] Khoina b y k [end]	[start] Khoina b y k [end]
[start] Khoina tʰ øː [end]	[start] Khoina tʰ øː [end]
[start] Khoina r aː [end]	[start] Khoina r aː [end]
[start] Khoina m uː [end]	[start] Khoina m [end]
[start] Khoina g ə [end]	[start] Khoina g ə [end]
[start] Khoina ts i ŋ [end]	[start] Khoina ts i ŋ [end]
[start] Khoina h ɛ [end]	[start] Khoina h a [end]
[start] Khoina m ɔ̃ː [end]	[start] Khoina m ɐ̃ː [end]
[start] Khoina tsʰ aː [end]	[start] Khoina tsʰ aː [end]
[start] Khoina kʰ a n [end]	[start] Khoina kʰ ɛ n [end]
[start] Khoina tsʰ ə [end]	[start] Khoina tɕʰ i [end]
[start] Khoina kʰ yː [end]	[start] Khoina g ə [end]
[start] Khoina tʰ u ŋ [end]	[start] Khoina tʰ u ŋ [end]
[start] Khoina b yː [end]	[start] Khoina b yː [end]
[start] Khoina n a n [end]	[start] Khoina n a m [end]
[start] Khoina b yː [end]	[start] Khoina b yː [end]
[start] Khoina ʈʂʰ iˀ [end]	[start] Khoina ʈʂʰ eˀ [end]
[start] Khoina f ɔː [end]	[start] Khoina b ə [end]
[start] Khoina tsʰ aː [end]	[start] Khoina tɕʰ aː [end]
[start] Khoina m ɔ̃ː ŋ [end]	[start] Khoina m ɔ̃ː [end]
[start] Khoina tsʰ ɐ k [end]	[start] Khoina tsʰ ɐ k [end]
[start] Khoina j ɐˀ [end]	[start] Khoina j ɐˀ [end]
[start] Khoina n ɐ̃ [end]	[start] Khoina n ɐ̃ [end]
[start] Khoina b a [end]	[start] Khoina b ɛˀ [end]
[start] Khoina r ɐː [end]	[start] Khoina r ɔː [end]
[start] Khoina g ai k [end]	[start] Khoina ɖʐ ai k [end]
[start] Khoina tʰ ɐ k [end]	[start] Khoina tʰ ɐ k [end]
[start] Khoina ʈʂʰ iˀ [end]	[start] Khoina ʈʂʰ eˀ [end]
[start] Khoina m a [end]	[start] Khoina m a [end]
[start] Khoina b u ŋ [end]	[start] Khoina b u ŋ [end]
[start] Khoina d ə [end]	[start] Khoina d ə [end]
[start] Khoina m yː [end]	[start] Khoina m yː [end]
[start] Khoina ə [end]	[start] Khoina a [end]
[start] Khoina l i ŋ [end]	[start] Khoina l ə [end]
[start] Khoina tɕ j ɐ k [end]	[start] Khoina tɕ i k [end]
[start] Khoina h yː [end]	[start] Khoina r i [end]
[start] Khoina s yː [end]	[start] Khoina ʂ [end]
[start] Khoina yː [end]	[start] Khoina iː [end]
[start] Khoina r ai [end]	[start] Khoina r a [end]
[start] Khoina tʰ aː [end]	[start] Khoina tʰ aː [end]
[start] Khoina k ɔː [end]	[start] Khoina k ɔː [end]
[start] Khoina b a ŋ [end]	[start] Khoina b ɛ n [end]
[start] Khoina n i ŋ [end]	[start] Khoina l y ŋ [end]
[start] Khoina ɔ̃ː [end]	[start] Khoina ɐ̃ː [end]
[start] Khoina g ə [end]	[start] Khoina g a [end]
[start] Khoina tʰ y ŋ [end]	[start] Khoina tʰ y ŋ [end]
[start] Khoina tsʰ ɔː [end]	[start] Khoina tsʰ u [end]
[start] Khoina a [end]	[start] Khoina a [end]
[start] Khoina m a [end]	[start] Khoina m a [end]
[start] Khoina tʰ ɐː [end]	[start] Khoina tʰ ɔː [end]
[start] Khoina s a ɹ [end]	[start] Khoina s a ɹ [end]
[start] Khoina dʑ a [end]	[start] Khoina g ɛ ʔ [end]
[start] Khoina r u k [end]	[start] Khoina r u k [end]
[start] Khoina ʂ a [end]	[start] Khoina ʂ ɛ ʔ [end]
[start] Khoina kʰ ə [end]	[start] Khoina g a [end]
[start] Khoina j ɔː [end]	[start] Khoina j ɔː [end]
[start] Khoina m uː [end]	[start] Khoina m [end]
[start] Khoina d a ŋ [end]	[start] Khoina d a ŋ [end]
[start] Khoina s ø n [end]	[start] Khoina s ø n [end]
[start] Khoina r ai k [end]	[start] Khoina r ai k [end]
[start] Khoina j ɔ k [end]	[start] Khoina i k [end]
[start] Khoina b a [end]	[start] Khoina b aː [end]
[start] Khoina b a [end]	[start] Khoina b a [end]
[start] Khoina n u ŋ [end]	[start] Khoina n u [end]
[start] Khoina kʰ uː [end]	[start] Khoina kʰ uː [end]
[start] Khoina f øː [end]	[start] Khoina f aː [end]
[start] Khoina tsʰ a n [end]	[start] Khoina tsʰ ɛ n [end]
[start] Khoina p ə [end]	[start] Khoina p [end]
[start] Khoina s yː [end]	[start] Khoina ʂ iː [end]
[start] Khoina t u [end]	[start] Khoina t u [end]
[start] Khoina n a n [end]	[start] Khoina n a m [end]
[start] Khoina b r a [end]	[start] Khoina b l uː [end]
[start] Khoina pʰ i ŋ [end]	[start] Khoina pʰ i ŋ [end]
[start] Khoina tsʰ iː [end]	[start] Khoina tsʰ iː [end]
[start] Khoina a ŋ [end]	[start] Khoina ɔ ŋ [end]
[start] Khoina s i ŋ [end]	[start] Khoina s i ŋ [end]
[start] Khoina j ɐ [end]	[start] Khoina j ɐ [end]
[start] Khoina j ɔ̃ː [end]	[start] Khoina x ɐ̃ː [end]
[start] Khoina s ɔː [end]	[start] Khoina ʂ ə [end]
[start] Khoina g ə [end]	[start] Khoina g ə [end]
[start] Khoina ʐ a ŋ [end]	[start] Khoina ʐ a ŋ [end]
[start] Khoina l y ŋ [end]	[start] Khoina l y ŋ [end]
[start] Khoina l iː [end]	[start] Khoina l iː [end]
[start] Khoina u k [end]	[start] Khoina u k [end]
[start] Khoina ʈʂʰ ai ŋ [end]	[start] Khoina ʈʂʰ ai ŋ [end]
[start] Khoina s [end]	[start] Khoina ʂ [end]
[start] Khoina j a m [end]	[start] Khoina j a n [end]
[start] Khoina ə [end]	[start] Khoina a [end]
[start] Khoina dʑ ə [end]	[start] Khoina dʑ ə [end]
[start] Khoina r i ŋ [end]	[start] Khoina r i ŋ [end]
[start] Khoina kʰ ũː ŋ [end]	[start] Khoina kʰ ũ [UNK] [end]
